node_id,index,UniProt
9606.ENSP00000284523,1403,P56704
9606.ENSP00000284669,1404,O60662
9606.ENSP00000284719,1405,Q9NTK5
9606.ENSP00000284767,1406,Q53GG5
9606.ENSP00000284878,1407,P78310
9606.ENSP00000284885,1408,P98073
9606.ENSP00000284981,1409,P05067
9606.ENSP00000284984,1410,Q9UHI8
9606.ENSP00000284987,1411,Q9UNA0
9606.ENSP00000285018,1412,O00755
9606.ENSP00000285116,1413,Q96BD8
9606.ENSP00000285208,1414,Q9NRW1
9606.ENSP00000285243,1415,Q6AI12
9606.ENSP00000285311,1416,Q9UBU2
9606.ENSP00000285379,1417,P00918
9606.ENSP00000285381,1418,P07451
9606.ENSP00000285667,1419,P48723
9606.ENSP00000285735,1420,P08134
9606.ENSP00000285930,1421,P15121
9606.ENSP00000286063,1422,Q9HCR9
9606.ENSP00000286175,1423,Q9H2H8
9606.ENSP00000286186,1424,Q92851
9606.ENSP00000286201,1425,O75084
9606.ENSP00000286301,1426,P07333
9606.ENSP00000286353,1427,Q8TE99
9606.ENSP00000286371,1428,P54709
9606.ENSP00000286428,1429,P61758
9606.ENSP00000286548,1430,P50148
9606.ENSP00000286574,1431,Q9Y5W5
9606.ENSP00000286614,1432,P51512
9606.ENSP00000286639,1433,Q16520
9606.ENSP00000286648,1434,P27707
9606.ENSP00000286657,1435,O15072
9606.ENSP00000286713,1436,P27105
9606.ENSP00000286733,1437,Q02083
9606.ENSP00000286758,1438,O43927
9606.ENSP00000286788,1439,P50990
9606.ENSP00000286827,1440,Q13009
9606.ENSP00000287097,1441,Q6YHK3
9606.ENSP00000287139,1442,Q96S42
9606.ENSP00000287156,1443,O14933
9606.ENSP00000287295,1444,O95831
9606.ENSP00000287322,1445,O95429
9606.ENSP00000287387,1446,Q96HA8
9606.ENSP00000287437,1447,Q96MF7
9606.ENSP00000287490,1448,Q02221
9606.ENSP00000287600,1449,O43924
9606.ENSP00000287641,1450,P61278
9606.ENSP00000287675,1451,Q9Y2C4
9606.ENSP00000287706,1452,Q96AB6
9606.ENSP00000287777,1453,Q2TBA0
9606.ENSP00000287814,1454,Q99727
9606.ENSP00000287820,1455,P37231
9606.ENSP00000287842,1456,Q02297
9606.ENSP00000287934,1457,Q9UP38
9606.ENSP00000287936,1458,P04035
9606.ENSP00000287957,1459,Q8WUU5
9606.ENSP00000288014,1460,Q9BU02
9606.ENSP00000288135,1461,P10721
9606.ENSP00000288167,1462,Q9NRM6
9606.ENSP00000288207,1463,O95067
9606.ENSP00000288266,1464,Q9UKG1
9606.ENSP00000288532,1465,Q5HYK3
9606.ENSP00000288607,1466,Q9BT73
9606.ENSP00000288699,1467,Q9BPU6
9606.ENSP00000289004,1468,P32754
9606.ENSP00000289104,1469,O14807
9606.ENSP00000289359,1470,Q8WV92
9606.ENSP00000289361,1471,O00481
9606.ENSP00000289429,1472,P06126
9606.ENSP00000289473,1473,P14598
9606.ENSP00000289528,1474,Q8WV99
9606.ENSP00000289707,1475,Q9P0V8
9606.ENSP00000289746,1476,P55291
9606.ENSP00000289749,1477,P41271
9606.ENSP00000289753,1478,P50406
9606.ENSP00000290155,1479,P57076
9606.ENSP00000290158,1480,Q14974
9606.ENSP00000290200,1481,Q08334
9606.ENSP00000290208,1482,Q7Z7H8
9606.ENSP00000290246,1483,Q96JJ3
9606.ENSP00000290277,1484,P10398
9606.ENSP00000290291,1485,Q9NZT2
9606.ENSP00000290299,1486,P48047
9606.ENSP00000290349,1487,P16152
9606.ENSP00000290354,1488,O75828
9606.ENSP00000290374,1489,Q9UKL4
9606.ENSP00000290401,1490,Q9Y639
9606.ENSP00000290524,1491,P48382
9606.ENSP00000290541,1492,P28070
9606.ENSP00000290551,1493,P78543
9606.ENSP00000290573,1494,P52789
9606.ENSP00000290722,1495,Q96LB9
9606.ENSP00000290765,1496,P0CG30
9606.ENSP00000290866,1497,P12821
9606.ENSP00000290921,1498,Q13363
9606.ENSP00000290953,1499,O00253
9606.ENSP00000291009,1500,P12273
9606.ENSP00000291232,1501,Q96RJ3
9606.ENSP00000291386,1502,Q9NP77
9606.ENSP00000291416,1503,Q9BVG3
9606.ENSP00000291526,1504,Q03403
9606.ENSP00000291527,1505,P04155
9606.ENSP00000291539,1506,O76083
9606.ENSP00000291554,1507,P02489
9606.ENSP00000291560,1508,O75031
9606.ENSP00000291565,1509,O00764
9606.ENSP00000291568,1510,P04080
9606.ENSP00000291577,1511,P30042
9606.ENSP00000291592,1512,Q9BY71
9606.ENSP00000291744,1513,Q15485
9606.ENSP00000291759,1514,P59901
9606.ENSP00000291842,1515,Q8TBC3
9606.ENSP00000291860,1516,Q8N743
9606.ENSP00000291890,1517,O76036
9606.ENSP00000292079,1518,P54710
9606.ENSP00000292125,1519,Q00889
9606.ENSP00000292147,1520,O95571
9606.ENSP00000292211,1521,Q7Z7E8
9606.ENSP00000292377,1522,Q8N158
9606.ENSP00000292401,1523,P25311
9606.ENSP00000292408,1524,P22455
9606.ENSP00000292432,1525,P52790
9606.ENSP00000292475,1526,P56134
9606.ENSP00000292614,1527,P52435
9606.ENSP00000292641,1528,Q96QR1
9606.ENSP00000292782,1529,Q96GG9
9606.ENSP00000292823,1530,P49585
9606.ENSP00000292896,1531,P02100
9606.ENSP00000292907,1532,P24310
9606.ENSP00000292928,1533,Q96SR6
9606.ENSP00000293217,1534,Q15067
9606.ENSP00000293230,1535,Q8WWM9
9606.ENSP00000293328,1536,P51692
9606.ENSP00000293362,1537,P61289
9606.ENSP00000293379,1538,P08648
9606.ENSP00000293404,1539,Q8N159
9606.ENSP00000293441,1540,Q9Y566
9606.ENSP00000293636,1541,Q9UNI1
9606.ENSP00000293777,1542,Q9P086
9606.ENSP00000293778,1543,Q9H2A7
9606.ENSP00000293825,1544,O43508
9606.ENSP00000293831,1545,P60842
9606.ENSP00000293860,1546,Q9Y2Y1
9606.ENSP00000294129,1547,Q9NZQ3
9606.ENSP00000294304,1548,O75197
9606.ENSP00000294312,1549,O95750
9606.ENSP00000294485,1550,Q8NBI3
9606.ENSP00000294728,1551,P19320
9606.ENSP00000294742,1552,O15511
9606.ENSP00000294904,1553,P29558
9606.ENSP00000294954,1554,P22888
9606.ENSP00000294964,1555,Q504Y2
9606.ENSP00000294973,1556,P46952
9606.ENSP00000295006,1557,P17655
9606.ENSP00000295057,1558,Q86UE6
9606.ENSP00000295065,1559,Q9Y316
9606.ENSP00000295082,1560,Q9H3M0
9606.ENSP00000295113,1561,Q92765
9606.ENSP00000295119,1562,Q8NFH5
9606.ENSP00000295225,1563,Q9Y2W7
9606.ENSP00000295228,1564,P09529
9606.ENSP00000295256,1565,O60760
9606.ENSP00000295266,1566,P29803
9606.ENSP00000295304,1567,Q8WUX2
9606.ENSP00000295314,1568,Q9NZQ9
9606.ENSP00000295379,1569,O95393
9606.ENSP00000295408,1570,Q12866
9606.ENSP00000295414,1571,Q8N7R7
9606.ENSP00000295453,1572,P10696
9606.ENSP00000295463,1573,P09923
9606.ENSP00000295522,1574,O95832
9606.ENSP00000295550,1575,P12111
9606.ENSP00000295588,1576,Q8NBL1
9606.ENSP00000295619,1577,Q9HC23
9606.ENSP00000295633,1578,Q12841
9606.ENSP00000295640,1579,Q9H4A4
9606.ENSP00000295666,1580,Q16270
9606.ENSP00000295685,1581,O15144
9606.ENSP00000295702,1582,P43308
9606.ENSP00000295704,1583,Q96BH1
9606.ENSP00000295718,1584,Q16849
9606.ENSP00000295728,1585,P53672
9606.ENSP00000295731,1586,Q14623
9606.ENSP00000295755,1587,Q9BQ08
9606.ENSP00000295756,1588,Q6PIZ9
9606.ENSP00000295797,1589,P41743
9606.ENSP00000295822,1590,Q9GZV4
9606.ENSP00000295834,1591,P07148
9606.ENSP00000295897,1592,P02768
9606.ENSP00000295927,1593,P26022
9606.ENSP00000295981,1594,Q8NAC3
9606.ENSP00000295992,1595,Q9UKZ9
9606.ENSP00000296026,1596,P19876
9606.ENSP00000296027,1597,P42830
9606.ENSP00000296028,1598,P02775
9606.ENSP00000296029,1599,P02776
9606.ENSP00000296098,1600,Q9BYV2
9606.ENSP00000296102,1601,O75394
9606.ENSP00000296125,1602,P49221
9606.ENSP00000296129,1603,Q9H5V8
9606.ENSP00000296130,1604,P05452
9606.ENSP00000296145,1605,P13385
9606.ENSP00000296161,1606,Q8TDB6
9606.ENSP00000296181,1607,P18084
9606.ENSP00000296215,1608,Q8TAD8
9606.ENSP00000296218,1609,O14645
9606.ENSP00000296220,1610,Q9BXB4
9606.ENSP00000296238,1611,Q96S95
9606.ENSP00000296255,1612,P04843
9606.ENSP00000296257,1613,Q9HC62
9606.ENSP00000296280,1614,P48740
9606.ENSP00000296318,1615,Q8NFM7
9606.ENSP00000296370,1616,P25815
9606.ENSP00000296411,1617,P53582
9606.ENSP00000296412,1618,P11766
9606.ENSP00000296417,1619,P0C0S5
9606.ENSP00000296424,1620,Q9BUT1
9606.ENSP00000296435,1621,P49913
9606.ENSP00000296474,1622,Q04912
9606.ENSP00000296503,1623,P26583
9606.ENSP00000296504,1624,O75446
9606.ENSP00000296509,1625,Q13257
9606.ENSP00000296511,1626,P08758
9606.ENSP00000296522,1627,P15428
9606.ENSP00000296545,1628,P40933
9606.ENSP00000296557,1629,P53367
9606.ENSP00000296575,1630,Q96QV1
9606.ENSP00000296585,1631,P17301
9606.ENSP00000296591,1632,O43854
9606.ENSP00000296597,1633,Q8N183
9606.ENSP00000296658,1634,Q96DG6
9606.ENSP00000296684,1635,O43181
9606.ENSP00000296695,1636,P00995
9606.ENSP00000296741,1637,Q6UWR7
9606.ENSP00000296754,1638,Q9NZ08
9606.ENSP00000296777,1639,Q16568
9606.ENSP00000296785,1640,Q9H9E1
9606.ENSP00000296786,1641,Q8WVY7
9606.ENSP00000296795,1642,O15455
9606.ENSP00000296849,1643,Q969F2
9606.ENSP00000296861,1644,O75509
9606.ENSP00000296870,1645,P08700
9606.ENSP00000296871,1646,P04141
9606.ENSP00000296877,1647,Q969E1
9606.ENSP00000296930,1648,P06748
9606.ENSP00000296980,1649,Q969J5
9606.ENSP00000297012,1650,Q96QV6
9606.ENSP00000297029,1651,Q9Y6U3
9606.ENSP00000297044,1652,O43739
9606.ENSP00000297107,1653,Q86SR1
9606.ENSP00000297109,1654,Q9HAJ7
9606.ENSP00000297145,1655,Q1RMZ1
9606.ENSP00000297156,1656,P49069
9606.ENSP00000297157,1657,Q8TA86
9606.ENSP00000297164,1658,Q8NC24
9606.ENSP00000297185,1659,P38646
9606.ENSP00000297258,1660,Q01469
9606.ENSP00000297261,1661,Q15465
9606.ENSP00000297283,1662,P15259
9606.ENSP00000297325,1663,Q8TAQ9
9606.ENSP00000297350,1664,O00300
9606.ENSP00000297439,1665,P60022
9606.ENSP00000297494,1666,P29474
9606.ENSP00000297508,1667,Q8IY33
9606.ENSP00000297613,1668,Q8N5L8
9606.ENSP00000297785,1669,P00352
9606.ENSP00000297819,1670,Q8WWF3
9606.ENSP00000297857,1671,Q9UKY1
9606.ENSP00000297904,1672,O43915
9606.ENSP00000298032,1673,Q5W041
9606.ENSP00000298119,1674,Q96NI6
9606.ENSP00000298159,1675,Q9Y281
9606.ENSP00000298223,1676,P14207
9606.ENSP00000298248,1677,Q9Y2S2
9606.ENSP00000298295,1678,Q9NTK1
9606.ENSP00000298316,1679,P62330
9606.ENSP00000298355,1680,Q9C026
9606.ENSP00000298492,1681,Q15018
9606.ENSP00000298510,1682,P30048
9606.ENSP00000298527,1683,Q9P126
9606.ENSP00000298556,1684,P00492
9606.ENSP00000298573,1685,Q9BY84
9606.ENSP00000298717,1686,Q86U44
9606.ENSP00000298743,1687,P54826
9606.ENSP00000298746,1688,Q8WWH5
9606.ENSP00000298910,1689,Q5S007
9606.ENSP00000298925,1690,Q92832
9606.ENSP00000298943,1691,Q5VWW1
9606.ENSP00000299084,1692,Q7Z699
9606.ENSP00000299106,1693,Q9BX67
9606.ENSP00000299155,1694,Q9BXJ7
9606.ENSP00000299163,1695,Q9NWT6
9606.ENSP00000299166,1696,O95169
9606.ENSP00000299198,1697,P12277
9606.ENSP00000299259,1698,P61201
9606.ENSP00000299299,1699,P61457
9606.ENSP00000299367,1700,P06681
9606.ENSP00000299424,1701,Q12962
9606.ENSP00000299427,1702,O14773
9606.ENSP00000299440,1703,P15918
9606.ENSP00000299529,1704,P29762
9606.ENSP00000299565,1705,P30532
9606.ENSP00000299638,1706,P0CAP2
9606.ENSP00000299665,1707,Q8WXI8
9606.ENSP00000299697,1708,O00142
9606.ENSP00000299698,1709,A8K2U0
9606.ENSP00000299736,1710,Q7Z7K6
9606.ENSP00000299767,1711,P14625
9606.ENSP00000299855,1712,P08254
9606.ENSP00000300006,1713,Q96MC5
9606.ENSP00000300026,1714,P23284
9606.ENSP00000300035,1715,Q15004
9606.ENSP00000300060,1716,P15144
9606.ENSP00000300069,1717,Q6ZRY4
9606.ENSP00000300093,1718,P53350
9606.ENSP00000300131,1719,Q15742
9606.ENSP00000300134,1720,P42226
9606.ENSP00000300145,1721,Q9Y6H3
9606.ENSP00000300175,1722,P05408
9606.ENSP00000300176,1723,O95081
9606.ENSP00000300249,1724,Q15555
9606.ENSP00000300283,1725,P12532
9606.ENSP00000300289,1726,P30101
9606.ENSP00000300291,1727,O43809
9606.ENSP00000300527,1728,P12110
9606.ENSP00000300574,1729,P46108
9606.ENSP00000300651,1730,Q15648
9606.ENSP00000300738,1731,P23921
9606.ENSP00000300900,1732,P22748
9606.ENSP00000301012,1733,P53602
9606.ENSP00000301015,1734,Q92508
9606.ENSP00000301050,1735,P54284
9606.ENSP00000301057,1736,Q8NBR0
9606.ENSP00000301061,1737,O00744
9606.ENSP00000301067,1738,O14686
9606.ENSP00000301149,1739,P21695
9606.ENSP00000301202,1740,Q6ISS4
9606.ENSP00000301242,1741,Q96A00
9606.ENSP00000301244,1742,O43291
9606.ENSP00000301272,1743,Q96BF3
9606.ENSP00000301295,1744,Q96MN2
9606.ENSP00000301336,1745,Q96NA2
9606.ENSP00000301391,1746,Q8WUJ1
9606.ENSP00000301408,1747,P0DN86
9606.ENSP00000301455,1748,Q9BY76
9606.ENSP00000301458,1749,Q9NPF0
9606.ENSP00000301464,1750,P24592
9606.ENSP00000301585,1751,Q14197
9606.ENSP00000301633,1752,O15392
9606.ENSP00000301653,1753,P08779
9606.ENSP00000301671,1754,Q8N2G8
9606.ENSP00000301691,1755,Q9BQB4
9606.ENSP00000301729,1756,P42126
9606.ENSP00000301738,1757,Q9NXV2
9606.ENSP00000301761,1758,Q9NX18
9606.ENSP00000301825,1759,O75355
9606.ENSP00000301838,1760,Q13158
9606.ENSP00000301908,1761,Q13519
9606.ENSP00000301945,1762,Q9H6X2
9606.ENSP00000302046,1763,Q93091
9606.ENSP00000302100,1764,P56470
9606.ENSP00000302105,1765,P11844
9606.ENSP00000302108,1766,Q8TE04
9606.ENSP00000302111,1767,P16455
9606.ENSP00000302150,1768,P01236
9606.ENSP00000302160,1769,P62310
9606.ENSP00000302216,1770,Q92858
9606.ENSP00000302232,1771,Q96Q83
9606.ENSP00000302234,1772,P51671
9606.ENSP00000302276,1773,Q96MH2
9606.ENSP00000302297,1774,Q8N145
9606.ENSP00000302324,1775,P12724
9606.ENSP00000302413,1776,O60507
9606.ENSP00000302441,1777,Q8TBE9
9606.ENSP00000302485,1778,Q9Y534
9606.ENSP00000302486,1779,Q02750
9606.ENSP00000302530,1780,O43683
9606.ENSP00000302548,1781,P09016
9606.ENSP00000302569,1782,Q9BXN2
9606.ENSP00000302578,1783,Q96KN1
9606.ENSP00000302599,1784,Q9Y231
9606.ENSP00000302620,1785,P21549
9606.ENSP00000302625,1786,Q9Y2T1
9606.ENSP00000302719,1787,O43448
9606.ENSP00000302724,1788,Q9Y5Q6
9606.ENSP00000302728,1789,P08236
9606.ENSP00000302768,1790,Q9H074
9606.ENSP00000302801,1791,Q9BVS5
9606.ENSP00000302805,1792,Q8WTU0
9606.ENSP00000302830,1793,Q7L5Y9
9606.ENSP00000302843,1794,Q9H819
9606.ENSP00000302886,1795,Q9UQ80
9606.ENSP00000302924,1796,Q8TAD2
9606.ENSP00000302935,1797,Q14005
9606.ENSP00000302938,1798,Q8IUB5
9606.ENSP00000302968,1799,Q9Y6F8
9606.ENSP00000303070,1800,O95968
9606.ENSP00000303145,1801,P49755
9606.ENSP00000303147,1802,P31153
9606.ENSP00000303174,1803,P19224
9606.ENSP00000303178,1804,Q9Y6F8
9606.ENSP00000303206,1805,P48304
9606.ENSP00000303208,1806,Q8NBP7
9606.ENSP00000303211,1807,P22303
9606.ENSP00000303246,1808,Q8WYK0
9606.ENSP00000303276,1809,P10153
9606.ENSP00000303356,1810,Q7Z4W1
9606.ENSP00000303366,1811,Q12907
9606.ENSP00000303394,1812,Q12988
9606.ENSP00000303423,1813,P49354
9606.ENSP00000303437,1814,Q96NA8
9606.ENSP00000303452,1815,P20396
9606.ENSP00000303525,1816,Q8N4T8
9606.ENSP00000303532,1817,O15263
9606.ENSP00000303570,1818,Q8IV38
9606.ENSP00000303575,1819,Q9BW91
9606.ENSP00000303580,1820,Q9NYR9
9606.ENSP00000303584,1821,Q9Y5N5
9606.ENSP00000303634,1822,Q14114
9606.ENSP00000303706,1823,P30304
9606.ENSP00000303709,1824,P51965
9606.ENSP00000303754,1825,Q08752
9606.ENSP00000303830,1826,P06213
9606.ENSP00000303908,1827,Q6IBS0
9606.ENSP00000303909,1828,Q12979
9606.ENSP00000303920,1829,Q8WU39
9606.ENSP00000303963,1830,Q6GPI1
9606.ENSP00000304032,1831,Q9NSY2
9606.ENSP00000304226,1832,Q9H422
9606.ENSP00000304229,1833,P49773
9606.ENSP00000304283,1834,P60763
9606.ENSP00000304292,1835,Q96NW4
9606.ENSP00000304336,1836,Q8WXC3
9606.ENSP00000304353,1837,O75817
9606.ENSP00000304364,1838,Q96EU7
9606.ENSP00000304376,1839,Q969Q5
9606.ENSP00000304408,1840,P02461
9606.ENSP00000304422,1841,Q8NCW0
9606.ENSP00000304429,1842,Q9UNH6
9606.ENSP00000304467,1843,P52888
9606.ENSP00000304586,1844,Q6ZW76
9606.ENSP00000304592,1845,P49327
9606.ENSP00000304642,1846,Q9H6L5
9606.ENSP00000304669,1847,P35221
9606.ENSP00000304689,1848,Q96EK4
9606.ENSP00000304782,1849,Q6UWW8
9606.ENSP00000304783,1850,P58743
9606.ENSP00000304802,1851,P23919
9606.ENSP00000304845,1852,P22309
9606.ENSP00000304854,1853,Q8WVJ2
9606.ENSP00000304915,1854,P35225
9606.ENSP00000304930,1855,Q6X4U4
9606.ENSP00000304941,1856,Q96GX1
9606.ENSP00000304945,1857,Q8WZ75
9606.ENSP00000305005,1858,Q9UQ74
9606.ENSP00000305255,1859,Q9UNK0
9606.ENSP00000305288,1860,Q8NFZ4
9606.ENSP00000305422,1861,P17676
9606.ENSP00000305480,1862,P39748
9606.ENSP00000305529,1863,Q9P1W8
9606.ENSP00000305556,1864,Q15365
9606.ENSP00000305595,1865,Q9NY97
9606.ENSP00000305603,1866,P21217
9606.ENSP00000305613,1867,O14810
9606.ENSP00000305632,1868,Q9NSB8
9606.ENSP00000305651,1869,P02778
9606.ENSP00000305692,1870,P10253
9606.ENSP00000305714,1871,P13497
9606.ENSP00000305725,1872,Q9NPF2
9606.ENSP00000305731,1873,P01037
9606.ENSP00000305769,1874,Q15797
9606.ENSP00000305810,1875,Q9P2W9
9606.ENSP00000305988,1876,Q13740
9606.ENSP00000305995,1877,P07205
9606.ENSP00000306010,1878,P18085
9606.ENSP00000306099,1879,P02675
9606.ENSP00000306100,1880,P19021
9606.ENSP00000306117,1881,Q9NUU7
9606.ENSP00000306157,1882,P16871
9606.ENSP00000306163,1883,Q9GZV1
9606.ENSP00000306185,1884,P58335
9606.ENSP00000306220,1885,Q8N4V1
9606.ENSP00000306285,1886,Q16890
9606.ENSP00000306324,1887,Q6NUJ5
9606.ENSP00000306330,1888,P61981
9606.ENSP00000306362,1889,O75347
9606.ENSP00000306425,1890,Q9BUK0
9606.ENSP00000306449,1891,O15354
9606.ENSP00000306459,1892,Q9UBX8
9606.ENSP00000306512,1893,P10145
9606.ENSP00000306561,1894,O15527
9606.ENSP00000306606,1895,P00325
9606.ENSP00000306614,1896,O43447
9606.ENSP00000306625,1897,Q9BZE9
9606.ENSP00000306682,1898,O15297
9606.ENSP00000306752,1899,Q9H3K6
9606.ENSP00000306772,1900,O43679
9606.ENSP00000306788,1901,Q15041
9606.ENSP00000306817,1902,Q9H477
9606.ENSP00000306822,1903,Q9NQS1
9606.ENSP00000306844,1904,Q9C0C4
9606.ENSP00000306864,1905,Q6EMK4
9606.ENSP00000306866,1906,O95166
9606.ENSP00000306884,1907,O14625
9606.ENSP00000306894,1908,P41161
9606.ENSP00000306900,1909,Q9UKY0
9606.ENSP00000306920,1910,P16278
9606.ENSP00000307188,1911,P04424
9606.ENSP00000307199,1912,Q9NZD4
9606.ENSP00000307208,1913,Q12830
9606.ENSP00000307241,1914,P11177
9606.ENSP00000307260,1915,Q9Y4P3
9606.ENSP00000307297,1916,Q8NCH0
9606.ENSP00000307305,1917,Q9NX09
9606.ENSP00000307423,1918,Q10469
9606.ENSP00000307491,1919,Q8TAF3
9606.ENSP00000307508,1920,P22676
9606.ENSP00000307513,1921,Q9UBG0
9606.ENSP00000307540,1922,P09228
9606.ENSP00000307549,1923,Q15818
9606.ENSP00000307674,1924,Q8WVQ1
9606.ENSP00000307684,1925,O75528
9606.ENSP00000307786,1926,P99999
9606.ENSP00000307850,1927,Q14919
9606.ENSP00000307863,1928,P26368
9606.ENSP00000307900,1929,P15104
9606.ENSP00000307911,1930,Q9Y4C5
9606.ENSP00000307971,1931,Q9Y644
9606.ENSP00000308012,1932,Q96DU9
9606.ENSP00000308024,1933,P29120
9606.ENSP00000308117,1934,Q9HCU0
9606.ENSP00000308208,1935,P50281
9606.ENSP00000308219,1936,Q6NW40
9606.ENSP00000308236,1937,Q8N668
9606.ENSP00000308275,1938,Q96DV4
9606.ENSP00000308318,1939,Q86XI6
9606.ENSP00000308413,1940,Q9UBS0
9606.ENSP00000308452,1941,Q04695
9606.ENSP00000308461,1942,Q92730
9606.ENSP00000308472,1943,O60516
9606.ENSP00000308541,1944,P00734
9606.ENSP00000308576,1945,O00212
9606.ENSP00000308606,1946,Q8TD06
9606.ENSP00000308716,1947,P55103
9606.ENSP00000308720,1948,P07477
9606.ENSP00000308750,1949,Q14781
9606.ENSP00000308753,1950,Q9NYL9
9606.ENSP00000308770,1951,O43704
9606.ENSP00000308782,1952,Q9HCN6
9606.ENSP00000308815,1953,Q99731
9606.ENSP00000308925,1954,Q9BXR5
9606.ENSP00000308938,1955,P00747
9606.ENSP00000308970,1956,P11464
9606.ENSP00000309031,1957,Q96JH7
9606.ENSP00000309087,1958,A1L4L8
9606.ENSP00000309116,1959,P35236
9606.ENSP00000309124,1960,P78380
9606.ENSP00000309132,1961,Q9BZR8
9606.ENSP00000309270,1962,O43916
9606.ENSP00000309477,1963,P21399
9606.ENSP00000309591,1964,P17612
9606.ENSP00000309597,1965,Q16584
9606.ENSP00000309640,1966,Q8NBI6
9606.ENSP00000309714,1967,A1X283
9606.ENSP00000309830,1968,P63173
9606.ENSP00000309913,1969,Q99593
9606.ENSP00000309968,1970,P78536
9606.ENSP00000310006,1971,Q14995
9606.ENSP00000310015,1972,Q9BUB4
9606.ENSP00000310036,1973,P28906
9606.ENSP00000310205,1974,Q9NQ35
9606.ENSP00000310216,1975,O43908
9606.ENSP00000310219,1976,P17066
9606.ENSP00000310226,1977,Q9H0U4
9606.ENSP00000310263,1978,Q9UBN6
9606.ENSP00000310491,1979,Q07960
9606.ENSP00000310520,1980,Q92889
9606.ENSP00000310521,1981,Q96IW7
9606.ENSP00000310557,1982,Q9Y6H6
9606.ENSP00000310572,1983,P62195
9606.ENSP00000310596,1984,O15116
9606.ENSP00000310623,1985,Q9H1K1
9606.ENSP00000310696,1986,O60909
9606.ENSP00000310723,1987,Q9BUQ8
9606.ENSP00000310796,1988,Q9H0W7
9606.ENSP00000310832,1989,Q9UBX1
9606.ENSP00000310998,1990,Q9UK23
9606.ENSP00000311010,1991,Q9UKW6
9606.ENSP00000311032,1992,P42574
9606.ENSP00000311035,1993,Q8TD46
9606.ENSP00000311083,1994,P61024
9606.ENSP00000311127,1995,P49765
9606.ENSP00000311184,1996,Q8TEU8
9606.ENSP00000311313,1997,Q15828
9606.ENSP00000311368,1998,Q9HCU8
9606.ENSP00000311429,1999,Q9H900
9606.ENSP00000311449,2000,P20340
9606.ENSP00000311469,2001,P09488
9606.ENSP00000311500,2002,Q6P582
9606.ENSP00000311579,2003,O95271
9606.ENSP00000311677,2004,Q12972
9606.ENSP00000311687,2005,Q0D2K0
9606.ENSP00000311697,2006,P12034
9606.ENSP00000311713,2007,O95747
9606.ENSP00000311746,2008,O43240
9606.ENSP00000311857,2009,P17706
9606.ENSP00000311905,2010,Q8N2S1
9606.ENSP00000311997,2011,P12036
9606.ENSP00000312002,2012,Q8TDQ0
9606.ENSP00000312027,2013,P09564
9606.ENSP00000312129,2014,Q8TDN1
9606.ENSP00000312134,2015,P13727
9606.ENSP00000312158,2016,Q7KYR7
9606.ENSP00000312185,2017,Q92556
9606.ENSP00000312222,2018,Q9H4I2
9606.ENSP00000312224,2019,Q96FN9
9606.ENSP00000312250,2020,Q9BRR6
9606.ENSP00000312262,2021,P25098
9606.ENSP00000312286,2022,P04054
9606.ENSP00000312304,2023,P51580
9606.ENSP00000312326,2024,Q16853
9606.ENSP00000312367,2025,Q9UIB8
9606.ENSP00000312397,2026,Q9UH77
9606.ENSP00000312442,2027,O75843
9606.ENSP00000312455,2028,O15519
9606.ENSP00000312506,2029,Q6UVK1
9606.ENSP00000312535,2030,Q6PJG9
9606.ENSP00000312587,2031,Q96MF6
9606.ENSP00000312599,2032,Q9BUB7
9606.ENSP00000312624,2033,O15273
9606.ENSP00000312652,2034,P41159
9606.ENSP00000312664,2035,P42575
9606.ENSP00000312673,2036,P01241
9606.ENSP00000312675,2037,Q6ZMU5
9606.ENSP00000312734,2038,Q92930
9606.ENSP00000312753,2039,Q6ICB4
9606.ENSP00000312814,2040,Q14681
9606.ENSP00000312946,2041,Q9NY15
9606.ENSP00000312987,2042,P41235
9606.ENSP00000312988,2043,Q15653
9606.ENSP00000313088,2044,Q8TDF5
9606.ENSP00000313199,2045,Q14103
9606.ENSP00000313350,2046,O60930
9606.ENSP00000313391,2047,P98082
9606.ENSP00000313432,2048,Q9UBQ7
9606.ENSP00000313437,2049,Q99542
9606.ENSP00000313454,2050,A0AVT1
9606.ENSP00000313571,2051,P47929
9606.ENSP00000313581,2052,P20151
9606.ENSP00000313681,2053,Q9NYA1
9606.ENSP00000313691,2054,Q8N4E7
9606.ENSP00000313699,2055,Q6MZM0
9606.ENSP00000313752,2056,O43805
9606.ENSP00000313875,2057,P15529
9606.ENSP00000313921,2058,Q9UJ68
9606.ENSP00000313950,2059,Q96GD4
9606.ENSP00000313953,2060,Q6P3X3
9606.ENSP00000314030,2061,O60884
9606.ENSP00000314099,2062,Q9Y2D0
9606.ENSP00000314151,2063,P07288
9606.ENSP00000314173,2064,Q8N8I0
9606.ENSP00000314299,2065,Q03591
9606.ENSP00000314407,2066,P35219
9606.ENSP00000314441,2067,Q9UBP6
9606.ENSP00000314508,2068,P04062
9606.ENSP00000314606,2069,P51688
9606.ENSP00000314615,2070,Q8N6T3
9606.ENSP00000314649,2071,P51649
9606.ENSP00000314709,2072,Q9Y6X8
9606.ENSP00000314733,2073,Q9H0E2
9606.ENSP00000314807,2074,Q9NPH3
9606.ENSP00000314897,2075,O15123
9606.ENSP00000314976,2076,Q9UHF4
9606.ENSP00000315013,2077,P43155
