PRPF19,RBM22
RBM22,SNRPE
RBM22,SNRPG
RBM22,SNRPB2
RBM22,SNRPD3
PPIL1,RBM22
RBM22,SNRPD2
DHX8,RBM22
PPIE,RBM22
DHX38,RBM22
RBM22,YJU2
RBM22,SNIP1
EIF4A3,RBM22
RBM22,SF3B4
MAGOH,RBM22
MAGOHB,RBM22
STX18,ZW10
ZW10,ZWILCH
ZW10,ZWINT
DCTN2,ZW10
SCFD1,ZW10
RAB18,ZW10
BUB1,ZW10
NDC80,ZW10
SPDL1,ZW10
MAD2L1,ZW10
COPB2,ZW10
AURKB,ZW10
NAPA,ZW10
COPE,ZW10
MAD1L1,ZW10
APOB,CETP
APOA1,CETP
CETP,LCAT
APOC1,CETP
APOF,CETP
APOC3,CETP
APOE,CETP
APOA2,CETP
CETP,PON1
CETP,LPL
APOA4,CETP
APOA5,CETP
APOC2,CETP
APOL1,CETP
CETP,VLDLR
APOM,CETP
CETP,CLU
CETP,HDLBP
CETP,PLA2G7
CETP,PLTP
AKR1C3,SULT2B1
CYP3A4,SULT2B1
SULT1A1,SULT2B1
SULT1E1,SULT2B1
CEL,SULT2B1
SULT1A3,SULT2B1
PDRG1,PFDN2
PDRG1,POLR2E
PDRG1,PIH1D1
PDRG1,RUVBL1
PDRG1,PFDN4
PDRG1,VBP1
PDRG1,PFDN5
PDRG1,PFDN1
PDRG1,PPP1CC
TRMT6,TRMT61B
METTL1,TRMT6
RBM19,TRMT6
TRMT6,TRUB1
MRM2,TRMT6
PUS7,TRMT6
TRMT112,TRMT6
PUS1,TRMT6
NGDN,TRMT6
TRMT6,WDR18
ALKBH3,TRMT6
MAK16,TRMT6
LAG3,LGALS9
CLEC4G,LAG3
FGL1,LAG3
CD80,LAG3
LAG3,LGALS3
CD86,LAG3
CD274,LAG3
CTLA4,LAG3
LAG3,TIGIT
LAG3,PDCD1
CD8A,LAG3
GZMB,LAG3
HAVCR2,LAG3
CD4,LAG3
LAG3,SNCA
BTLA,LAG3
IFNG,LAG3
LAG3,PDCD1LG2
CD160,LAG3
CD28,LAG3
OTUB2,UBC
OTUB2,UBB
OTUB2,RPS27A
OTUB2,UBE2N
OTUB2,RNF128
OTUB2,UBE2D1
OTUB2,USP8
SPART,SPG21
SEMA6D,SPG21
BMP4,CHRD
BMP2,CHRD
BMP7,CHRD
BMP1,CHRD
BMP5,CHRD
BMP6,CHRD
CHRD,GDF5
CHRD,GDF7
CHRD,TWSG1
BMP8B,CHRD
AMH,CHRD
CHRD,NOG
CHRD,FST
CHRD,VWC2
BMPER,CHRD
CHRD,VWF
BGN,CHRD
CHRD,GREM2
BMPR2,CHRD
GNPTG,NAGPA
EFNB1,EPHB1
EFNB1,EPHB3
EFNB1,EPHB6
EFNB1,EPHB4
EFNB1,EPHB2
EFNB1,EPHA4
EFNB1,EPHA1
EFNB1,NCK2
EFNB1,RGS3
EFNB1,EPHA10
EFNB1,EFNB2
EFNB1,EPHA2
EFNB1,EFNB3
EFNB1,EPHA3
EFNB1,PTPN13
EFNB1,EPHA7
CLDN1,EFNB1
EFNB1,SDCBP
EFNB1,EPHA5
DLL3,NOTCH1
DLL3,NOTCH3
DLL3,NOTCH2
DLL1,DLL3
DLL3,DLL4
DLL3,SRRT
DLL3,EGF
DLL3,HES5
DLD,DLST
DBT,DLD
DLAT,DLD
DLD,PDHB
DLD,PDHX
DLD,PDHA2
AMT,DLD
DLD,GCSH
DLD,SHMT2
DLD,SHMT1
DLD,FH
DLD,GCDH
DLD,MDH2
AGXT,DLD
CS,DLD
AADAT,DLD
DLD,IDH3G
DLD,GLUD1
DLD,GLUL
DLD,PDK2
ABCC6,MGP
ABCC6,AHSG
ABCC6,NOMO2
APOA2,APOH
APOC3,APOH
APOB,APOH
APOA1,APOH
APOH,F2
APOH,APOM
AHSG,APOH
APOC2,APOH
APOH,SERPINC1
ANXA2,APOH
AMBP,APOH
APOH,PLG
APOA4,APOH
APOH,LRP8
ALB,APOH
APOC1,APOH
APOH,LPL
APOE,APOH
APOA5,APOH
APOF,APOH
CEBPA,CEBPE
CEBPE,SPI1
