GeneSymbol,AD_beta,AD_logp,PD_beta,PD_logp,FTD_beta,FTD_logp,ALS_beta,ALS_logp
ACBD6,-0.0545808538065481,3.066554481482372,0.0384590606892081,10.046624065386414,0.04092821890794,0.6322249913040668,-0.0196024397220433,0.13316099785082014
AP4M1,-0.0149836768012767,0.07980528077895989,0.0090053635845162,1.7003496684204156,0.0273030234377814,0.37543302560610875,-0.0567386427589872,0.4861702800755326
BAG3,0.0138913189433148,0.5140915579878755,0.0242029266447157,0.44499903283693565,-0.00321185388455532,0.3137350271888277,0.0147749312685072,0.09617944928912212
EIF2B1,-0.11687752507975,16.755290563490043,0.0480470924188294,15.173276463938642,0.034530012461142,0.6003234722293715,0.0439012409718147,0.34328212461002244
SATB2,-0.0158380813087412,1.6221043557431836,-0.0106951637673096,1.2731703987475655,0.0145886243037316,0.27852419899824854,-0.0705044179367498,0.6405816043319111
NEFL,-0.135423270585727,24.8660624180234,0.0445109102627711,2.067712492659036,0.0844012990106546,2.240523979289809,0.0368094384644483,0.2771982593444107
STAR,0.0070164666563153,0.18797579793613625,0.0185224230202655,2.7077791518137078,0.0558012425011667,1.1149257340410814,0.0790354010594516,0.7508633331511818
CBS,0.0866671569993134,12.735479239952797,0.000640647545338977,0.718698697040101,0.00266327378406158,0.1628629102338332,-0.00585630441447543,0.036292003069305766
CRYAA,0.0648947231923999,8.052403965131646,-0.0198542906127851,1.8664832771618713,-0.0434416518610255,0.7202504719510874,0.0281884345668035,0.2004236597244442
APRT,-0.157805324414408,38.5006470257808,0.0544370167362664,14.750284544494765,0.0715577557941717,1.583010580378147,0.00276484829325874,0.016781605934566225
ASMTL,-0.0386651380855101,1.65657030012185,0.0663200652464758,16.53477663995488,0.0466703818844035,1.012766224199636,0.0230277523109583,0.16055053360628896
STUB1,-0.0126186893946184,0.7657179249847268,0.0516497295536664,12.162479908311276,0.0194860666287914,0.2301941337923392,0.0148080810931812,0.09699767176525362
ENO2,-0.169721029664771,39.41756932087175,0.0367215467028774,10.157513313723847,-0.0139558150996072,0.7056423397636488,-0.0368262797029687,0.27505290211419753
PIAS4,-0.0253491133259884,2.93132105895946,-0.00297055698716616,0.2957068916298883,0.0122234828635408,0.157160550801246,-0.0388047085330243,0.29343226664294025
IL10RA,-0.0675105702347235,10.93179855505021,-0.0346718225980075,5.538405793840815,0.0286714497190057,1.1242990305900136,-0.0307062236247049,0.22093550684174132
STAT3,-0.13349672802098,25.976483108526942,0.0584773352158348,19.11265218863763,0.0195074975336186,0.9507155605747917,-0.0462077686328037,0.3701554482347998
IRF1,0.0140121802309854,0.38580651737027694,0.0314394725927513,1.1622016643043438,0.0592189078602534,1.3020500946658236,0.00143014942352657,0.008507497051467364
JUN,-0.0726609492581362,11.680873993305422,-0.0271250554109621,2.6247574412527497,-0.00997699826385401,0.22402291776985778,-0.0230303269750732,0.1579021253167048
OAS1,0.0176610981239899,1.2766299614682828,-0.0100208223650449,0.33813605072452096,0.0581452820530823,1.5001421295922652,0.0502919669076944,0.4068526104372391
MYC,0.00728458282472308,0.3534670562545764,-0.00252910123612644,0.055804530286371716,-0.0543377213004858,1.2931060874995395,-0.0416107609202069,0.32072529313035325
SMAD3,-0.0573647249606898,3.5339943685725714,0.0564789663975038,16.462791772132093,0.0523758145516367,1.0659425549556576,-0.0165291693006163,0.10998118428221769
SMAD2,-0.103650826335261,14.662444893394786,0.0516265401658504,15.942686822224651,0.0558247081509754,1.0886245210518588,-0.00430533496600213,0.026622189240042043
IL12B|IL23A,-0.0368810415821602,5.15720897140218,-0.0414408259031263,5.871535965779136,0.0312050911909404,0.5137646187946646,0.0642899397416572,0.5905329313820035
PDGFRA,-0.00680710974344849,0.6181152633417536,0.0601241634910845,2.1004548980792133,-0.0726906470161389,1.8802998340730392,-0.0810641617616195,0.7765375457094775
IL12A|IL12B,0.0423045242615907,4.267423491650413,-0.0207543692557091,3.4581117664884844,-0.0573939940730046,1.1509081782753832,0.0425752265250422,0.3300242642851056
STAT1,-0.0071060615944942,3.234964714002999,0.0462355767440363,15.353018339505736,0.0665908824021169,1.5726262499395527,0.0234762374742705,0.16287717347307917
STAT6,-0.0230743174685903,0.4881237883204968,0.0438232761770931,12.119615499732301,0.0135578594967918,0.4989242740332804,-0.0177691993802885,0.12002194094437171
ANGPTL3,0.0510870770870427,5.078334117925605,-0.00386019985113462,1.931239989174733,0.0247836842588355,0.5289829044498883,0.031131930813673,0.2405404410662218
ZNRF3,-0.0575394428074976,4.373998219428431,0.0175320473166465,5.411285557704356,0.0738646528214228,1.849526153983948,0.0281723123472036,0.19943997278756737
MCL1,0.0341460091501982,2.954495327714311,-0.0113045322681297,0.6465061002701822,-0.0119017016683017,0.2824604115727811,0.0913546818299878,0.9216900488653424
ANKRD1,0.0066520166431688,0.15324765692035597,0.0133432440361773,0.6685647502606864,0.0111465003589888,0.13809495124065582,0.178924412439962,2.6969942240258717
STX12,0.0551552459181246,9.355653530065803,0.0025078542075561,0.14268048618952217,0.00327488512050997,0.2612092497707189,-0.0207780887856336,0.14259067738590214
SCARA5,0.0890108109305711,12.18583344823957,0.0599213693143913,2.660359717694122,0.0639105489323905,1.4480411874890278,0.147036559720339,1.949677244544871
FAIM,-0.0897755803800651,14.806274861514142,0.0139220981469445,1.5673355604472095,0.0404883646327267,0.5633982796048236,-0.0398048855949211,0.3036965645419296
NPDC1,-0.0122264943081849,0.7302020382129507,-0.00237133884233934,0.07495326755400751,0.0872579454609116,3.231235075074425,0.0865619706693486,0.8920494061098173
B4GALT5,0.0296060416055806,1.82522013185337,0.00349850853261626,0.07682506961900451,-0.0120289444692248,0.5395617755350526,0.0538990148894237,0.4449410422817676
GOSR2,-0.0427574326386512,5.077589247800092,0.0381890069959622,2.8675956926735084,0.0319162765304461,0.7667095859263177,-0.130738678546409,1.5901747632014587
KIR2DS2,0.0395518663382222,3.5318303706124725,0.0170166380051823,0.3473638521210718,0.062038143618947,1.5569821031128825,0.0397115081462644,0.3061012129828378
SLC3A2,0.00915186446240307,0.43215089261233386,0.0188165580607102,1.6306569606591415,0.0634505123539524,1.7982031601626005,0.0312982567794873,0.22627309023255757
SHISAL1,0.0501898980710692,5.191886884709969,-0.0282367538865799,3.711152784302009,-0.0245688564674872,0.29523034849916546,-0.0192981973418473,0.13017201870073594
AGA,0.0361240116925545,2.923071949737392,-0.0121410279545594,1.6762910529196893,-0.0392052750485413,0.7258806209462686,0.017438701079008,0.119452533091302
CSF2RA,0.00207492125665643,0.3093606952799909,-0.00184705555136805,0.502737236995501,-0.0308630611076777,0.7793702092260577,-0.0612656533277814,0.527130149967751
AMY2B,0.0390028157181046,1.2987190502372272,-0.0261754070960034,5.867613475404473,-0.0829494859220217,2.1134938778118566,-0.0473087394949668,0.3778042967396033
CLMP,-0.00832315941392715,0.4993699529220502,-0.0314874811958816,3.6743092130322594,0.0183830642755094,0.26389283238763583,0.0282558844381669,0.20939669018312562
TMEM190,-0.00163814171847323,0.04877413578914666,6.57339741495258e-05,1.699551927946408,0.0224021918944808,0.3003256524781447,0.00740375962770155,0.04701363741684522
APOM,-0.0396620048083613,4.29353298170043,0.0255336019084026,0.754915101445431,-0.0388728828020383,0.8174894865848058,-0.14333025607157,1.8999410996469366
PABPC3,-0.0578325255646457,3.7068879598619415,0.0767164796931094,30.688106279510105,0.0666592941826936,1.5010245859358653,-0.0410042264455503,0.314909111767723
SHISA2,-0.114613379995017,26.562673876206162,-0.017811775649953,1.2822831498895468,-0.0206094810767096,0.320115432935988,-0.0355441171905295,0.2635567811132134
NUCB1,0.0224360863212767,0.6724453559130226,0.00798405880104105,0.11475302120811304,-0.00068748629236037,0.004672594450439485,-0.113944611288168,1.293307695647766
CEACAM20,-0.011677862411204,0.5039035885859026,0.0093467257556319,0.015227635316631499,-0.00172777640878494,0.27023915956121175,0.0486196866979283,0.39039185098672846
DNAJC16,-0.0294742598533489,0.6059396585851635,0.0502761621917203,17.692279092627118,0.0295742908292661,0.5029949131284074,-0.00229821854552249,0.013881571917971463
IL31,0.0231653542263575,0.9105633969240023,-0.0099532295149506,0.9623716958097908,0.0354570729619318,0.5439231094208594,0.0223900138489834,0.15304397589563365
IL18RAP,0.0516726468032383,4.638342624872943,-0.0213171788330267,4.0537402190275325,0.0431889223420722,1.0437117206367328,0.0309471435601704,0.22289380307687648
CHIT1,0.00890258751291595,0.31272571289087747,0.00151681010715533,0.004433939264771581,0.0549148417025315,1.0001877503491372,-0.00324470065916729,0.020191462754414368
INSL5,0.0297306861417804,0.530310703803149,0.0102228221345624,0.02001756239675416,0.0380100823085231,0.8161796623198608,-0.0955621332187718,0.9903346376350194
ALPI,-0.0596236695616976,6.2229107430055866,-0.0192468670543291,1.709330743505562,-0.0127023310442482,0.10085397339707936,-0.0171047517983475,0.11312757270127864
ANTXR1,-0.0790755356523052,9.561848226122063,-0.0526940713127798,4.846957719305104,-0.125326628594009,4.381887550737961,-0.277897682434089,6.263280666616926
TXNDC11,-0.0293531789055812,3.4378027370785254,0.0290970573818165,1.6799456441204268,0.0254433514730051,0.5425987847425121,-0.134123045737913,1.6568060663819655
TNFRSF14,-0.0797108473610393,15.758716124109634,0.00263760166642606,0.13392326469767907,0.0211229226490547,0.31674333063673604,-0.125956724081586,1.5081260738853384
TFF2,0.0260841896696998,1.4902558280026705,-0.015261852578821,0.7279213300182973,-0.00952826543962186,0.21524961821736632,0.11566781088729,1.3200354714313922
MMP10,0.0191906060029005,0.5530336437539564,-0.0297795678595707,4.207019115231827,0.0301485521129144,0.505673928123764,-0.112710002361484,1.276790918085343
CD59,0.0279923586549384,1.973487384476996,0.0111718931257011,0.26795516474552294,0.00310201782435029,0.6159815366137764,-0.10808715342844,1.1897353276420897
MAGEA4,-0.0423748328548929,4.5141644193775585,0.0679211872002358,9.633609902186272,0.00436838792843121,0.23484197389436842,-0.119909262141755,1.3900026375081511
RPN1,-0.0286671044648774,0.6626059919855783,0.0456468523334424,18.029286200567938,0.0521608983405994,1.041419007656344,0.0894476032833054,0.9199721740858744
CLCA1,0.0424761363076571,2.9629750471068257,0.0163765630546426,0.3694624717824219,-0.0260462316978137,0.5049654741709149,0.00914366497527675,0.05789870617480292
TMEM106A,-0.0657776065406267,6.1161030568759305,0.0255989220438018,3.582816579679334,0.0110408865141973,0.2890538556270281,-0.0236818608985483,0.16467430498873284
RNF43,0.0260750326278198,0.8085769740595755,-0.0179385307533356,0.6303875784390996,0.0231898155547367,0.6054744595931908,-0.0184343770730663,0.12257515698264389
PGRMC2,-0.0425872349564598,2.189962330915479,0.0499873012989424,14.636979598992642,0.00722795389171316,0.19189917623603236,0.016314289862381,0.11086318072395013
ACRV1,0.00780838723609551,0.14376360086503664,-0.0191054452953369,3.0973588787738398,-0.0323856988055941,0.4843033104768114,0.106519546394428,1.1728499909521974
SCIMP,0.0476665856273305,4.004635349292666,-0.00544196379376297,0.7156236463451539,-0.0400649169774015,0.741797995916532,0.0338720442440772,0.2511640534437913
COL6A3,-0.0277010139070839,2.6351300324604945,0.0524678788147434,5.859695791378314,0.0326608718226428,0.7715257070056545,-0.124767838124411,1.4784334234527432
CSF2RB,0.0063022562799543,0.13979532169264017,-0.0128828465334645,2.268350089167599,-0.000859407430222947,0.688859678076829,0.00159108784630566,0.009488889152050508
KCNIP3,-0.00575067715819082,0.08510530913138048,-0.0111416598511756,0.47278402219078386,0.0516653158865046,1.3309184322617693,0.193827469739983,3.0487610149908013
PTGDS,0.0260819826466334,2.943668282899469,-0.0282034281692892,9.582107566501794,0.00499876152505472,0.8020848261460738,0.106455012305711,1.2396337939400837
MXRA8,0.000104051930995432,0.33833317032694993,-0.0663541461929452,6.3668628949823,-0.154145559471439,6.72521775923762,-0.270865175293964,6.111119198806678
DHX9,-0.0228946641473935,2.086826837944243,-0.0104805936020569,0.7648002910928997,0.0409504528876597,0.7042133984381889,0.0141995581092442,0.09230309636963084
DPEP1,0.000869807828469955,0.10931638136068005,-0.00736764353190456,0.6507984541170752,-0.0305537526921244,0.4481991125624841,-0.0155314876021217,0.10143549572044838
PSMB6,0.0253863445093918,0.7662703870205049,-0.00923487994489366,0.4608098959194974,0.0145379194613335,0.2971131771066354,0.0756021105040701,0.7071466595322488
NRAS,0.107773774327637,28.501694690286957,-0.0192831555365416,0.8860153442663097,0.0276197992682308,1.1937692464381509,0.0270312933479571,0.19219302783265665
PARP1,-0.0228786615176197,0.6780512616919451,-0.0428366474538322,1.8427416184117955,-0.0455787645354178,0.8869363486776791,0.0480330425622907,0.3831809016350249
COX6A2,-0.00218522929995416,0.30336241307984996,0.0341281097119576,2.0916953946890398,-0.0622035542648618,1.1835354117430994,-0.210030060640412,3.527543288132768
CD99L2,0.00254448072811149,0.12548753156806583,-0.0684953140861723,8.712910788369799,-0.0294017203151929,0.5054202718983503,0.0709011766318471,0.642674913812742
TSPEAR,-0.0796869638977306,10.966549474319304,-0.0113244174347087,0.27737445915389414,0.0124798726615129,0.46873106880557014,-0.0817729498842043,0.788004930934144
BMPR1B,-0.0470534056694294,4.922719455576923,0.00807660798292669,0.5311911115146879,-0.0278964437010292,0.4899326266116313,-0.0324513516093216,0.23905746242420362
LAT,0.004235080888148,0.22023050955922585,-0.00245837622167883,0.3172654249959314,0.0267414403467927,0.6682972941826447,-0.0383351021077483,0.28891481774993705
KLRC4,-0.0170450024405039,0.07937985238844336,0.0186357584750268,4.199455658843758,0.0439668259899623,0.6755533194456348,0.0743441586969762,0.6860970753846478
TOR1AIP2,0.0139187442300913,0.914771637187116,0.0726804433491872,18.507708269079295,0.00290978556306244,0.785797862311663,-0.0282156892646019,0.20020782849836852
GLB1,0.00991964289151525,0.6752837520082727,0.071289149597673,13.774628072881233,0.0328269236608942,0.8480799138421729,-0.0413140361330549,0.31721746174049326
TEX29,0.0153255768934193,0.8602052410393353,-0.0550266077491674,3.1814808722839243,0.0409201182486982,0.961234312449563,0.0797386748032901,0.7595346815351424
PCDH9,-0.0494471360694347,4.373527815754326,-0.00568364156101956,1.1991360386122027,-0.0623183283007629,1.765990433960109,-0.0427411946760764,0.33305537697609355
ITM2C,0.00497716388168923,0.25312270635004724,-0.00631655654449777,0.35446343670687275,-0.0394936181260562,0.8484369249242882,-0.0452296297279316,0.35496825647053776
PGLYRP3,-0.0408194057534517,4.652495427995569,0.0184569062679539,1.8207741456896187,0.0262073376756938,0.39075001638583384,-0.0548364383975883,0.45682609800954577
NETO2,0.0652824522372102,6.325512151105413,-0.0280807408224843,4.671264554259537,0.011088789272843,0.2756344552006231,-0.0581088865941971,0.4912520822178034
LYSMD3,0.0539644857908928,5.447069319808648,-0.0107423734120284,1.189287400881163,0.0343031822405722,1.5667954537874647,-0.0699816229576444,0.6357769925779961
SLITRK3,0.126333953264766,25.415980787761512,0.0209343705606756,0.10187479297249628,0.0495097889765289,0.8335415544250578,0.0421625893236365,0.33072227385652825
MFAP2,0.054307286071129,3.2025803457817363,0.0380217028823854,0.9441860091350582,0.0111744369661235,0.377044833231857,0.0539628773729,0.4588313553857643
MGAT1,0.00963710981025449,0.41612359296869206,0.0104397738810028,0.6033713907288155,-0.00196220464843712,1.0754409265366542,-0.0702082579085589,0.6342927822820377
CST8,-0.0168599963533951,1.3863831194820717,-0.0145087102865978,1.3644209989610312,0.0185567863385676,1.0189513012199483,0.0112554515065014,0.07295937455945538
B2M,-0.0112588878941976,0.5098751659787818,0.00628518485760766,0.2590183533950915,0.113016213854093,3.9119054207354718,-0.019561277719666,0.13249917138612782
PUF60,0.0469240551675086,4.586231344415836,-0.0369948377023014,4.26961802941798,0.011375989201216,1.1451505820294496,0.0333845222118178,0.25460955998255075
PLXDC2,0.0273068452314977,1.6133596094921219,0.0136920156146823,1.0847117454727893,-0.049414525495411,1.0548846171524013,0.0328506335751754,0.24911287606101737
SFTA2,0.0293285868799761,1.9635411978068698,-0.0142935285590632,0.6520721993470495,-0.0477234018766661,1.1604162448084303,-0.0380725303854961,0.2862662354557397
POMK,-0.00602611898518131,0.787797008003464,0.0084769745778304,0.08028310445809798,0.0288587405234355,0.4495100886653044,0.000667898998356072,0.003951913608288022
TMEM108,0.0199770546891121,0.40288742563428465,0.0103810477570785,0.38316671146521925,-0.00875428863646446,0.12240343890565675,-0.0412895024136323,0.3174694298705832
NDUFS4,0.0321687997861475,2.684517998606886,0.0369700988623574,3.1116641439714834,-0.0500595725700312,1.5900001633254592,0.0562496636157888,0.47054755753680616
ST3GAL5,0.0121277399000253,0.2017657589381846,-0.0125654903396866,0.5820750280763402,0.0109661343244144,0.4055895638380657,-0.00122273136434699,0.007275125563541273
RAET1L,0.0302372845715173,1.753724694338779,0.0120742487238845,0.793407074669717,0.074354746451136,2.396484212982234,-0.0630335455052284,0.5489194359210107
CLGN,-0.0181563395775273,1.1248245794685863,0.0425899063321976,1.7873375946304524,0.0112891729849642,0.4036565192993525,-0.135930878034518,1.6980852853525512
HTN3,-0.0436769129102082,6.563827568143941,-0.0121844727677511,1.9115474644994315,-0.0205695769694379,0.47713592671527527,0.00696501968413412,0.0446909377167582
APMAP,0.0580281093517108,3.910290029527059,-0.0146204310127207,3.149961180583569,-0.00404639449331857,0.35381620570523725,-0.0205622010251609,0.1393054989481978
TOR1AIP1,-0.0156173966074316,0.01129354008192308,0.0466167840222953,19.24407793493595,0.0355095390790983,0.5635115781462471,-0.0492021118446122,0.4009846771220747
HTN1,0.03405540459232,1.4457556208277416,0.0107372411760455,0.37545656799132676,-0.00783483322694335,0.06451041579205208,-0.0652336480032845,0.5751177331600944
PLOD3,-0.100932435726781,17.739310420965523,0.0134986111218221,1.714855204057249,0.0012529224207818,0.6097155639205273,0.121674114410798,1.421376577309916
GOLM2,-0.0741843199820439,18.100752232924453,-0.00352664988826898,0.5585184482946298,-0.0512644473876658,0.8679649521088699,-0.129581915709722,1.597593482620189
MPZ,-0.0296476463570769,3.5439895436412625,-0.0240990873062164,1.5163161001641952,-0.0516891929666665,1.4979442083862526,-0.24317488686245,5.139590015213784
PODXL2,0.0486111018007574,2.944596176473959,-0.0147395798721019,1.0857090735384642,0.00679057436323128,0.9163271663494741,0.0440120748325765,0.3442654115706765
LRP2,0.00502046864541292,0.13175151855402195,0.00183272741038069,0.3294624776649074,0.00474190379914991,0.023866577860561077,-0.0815791509409982,0.7843273043304123
MSMB,0.0203795835687753,0.5140878929777881,0.0151601226767072,1.1967465227182568,0.0298864652839783,0.8705454153877356,-0.0433297029033706,0.3567940753238661
PRR16,-0.0789219832804416,8.222109455910608,0.0221076111913083,4.80492664999929,0.0335226609120754,0.5428890432736364,0.0566917970245677,0.4843108776046789
MUC1,-0.0156600634536111,0.5704300660066218,-0.0254424754897463,1.5136698234089943,-0.0276720361855736,0.5032887579142933,0.104852993280948,1.1303229971303446
SPINK13,0.0178824549902873,0.6011142774302226,-0.0369625425043944,4.4991592085875,-0.00934278958236492,0.8190505578747066,0.054564968508695,0.45462997641894637
ST6GALNAC3,0.00415998781287075,0.5012826169684044,-0.00942011438470192,1.7098900460323199,0.00765860717444484,0.7286995319410481,0.0409977779920771,0.3155504239745932
APLP2,-0.0855273311115051,14.332280881526879,0.0531899050136166,8.810415428114906,0.0589425544912469,1.2040940399129798,0.0620421176375966,0.5374245816935256
HTATIP2,-0.0202751762635404,0.10877651339827955,0.0166510038986563,1.5099301500251838,0.0213351104842711,0.3141354868761468,-0.0580509497905336,0.495317164918493
CD200R1,0.0284062553422241,1.4956366164896266,-0.0210199305039165,1.4766198715897316,0.0158684829081403,0.3446202018441786,-0.0810264288469911,0.7819422499745139
ELAPOR1,-0.0426356325278689,4.382249755954185,-0.0280763936076772,4.184236326993808,-0.0630320739246578,1.0885161591957773,-0.0919588946770896,0.9543803196548013
TINF2,0.0113454889921417,0.13139875227018666,0.0202042081902249,0.2770008710735219,0.0151926200525381,0.6439724132903234,0.0620485422183059,0.5362597712735179
OLFM3,-0.0152361171789079,0.9262242752243601,0.0129667269932521,0.12334897414047014,0.012073509446551,0.2770040178410755,0.0081333493856431,0.05136945849664064
ASCC1,0.086336372572744,18.943799269089215,0.0149783151811437,1.971990179884247,0.0329016571170207,0.352117013358427,0.0828653678221406,0.8118084337796935
INSIG1,0.021099106428613,0.8038853234217382,-0.0137215711253783,2.6296428792706417,-0.0251091049588935,0.3248656871142103,0.0506996290048663,0.4123653623170278
GNPTG,-0.00788219859065498,0.9868096932924943,-0.101567680582658,23.087973565011474,0.0355659021149916,0.821117505544261,0.0471574070389687,0.3915492056388629
C1orf185,0.0425675560838919,3.9008285686888016,-0.0137624334140287,2.922397361469337,0.001005699930285,0.29287445763523534,0.0801241632115463,0.7719228764652011
STX4,0.00904389534357755,1.9825550031878607,0.0209115085499814,2.635471060745665,-0.021735286247636,1.043168299942005,0.0508620064987501,0.4250456460726196
SEMA3E,-0.0194819824421149,1.7840244326827563,0.0483463170242125,4.417294001363001,0.0275756551144434,0.6208385102427496,-0.120367865858712,1.3983687898525239
SFTPB,0.0749217518750599,10.353471113343087,-0.0516485645343294,6.0427433340201135,-0.0292570973408259,0.4396045917398602,0.0563946760596594,0.47617443073517196
TMX2,-0.0638415881400281,9.561170652553496,-0.00213702913880619,0.5096339922041302,0.0350648590634409,0.8726261597398774,-0.138337744935535,1.7481526860645593
NDUFB4,-0.115828178996495,25.211877068559808,-0.033194683644522,4.400252908425844,-0.00518226747547482,0.194115373523146,-0.0707086997290514,0.6400805409683519
KLRG2,-0.00342859862500215,0.2597255971291834,0.00579578079351553,2.0502514707006294,-0.0636493409996059,1.73441373099318,0.0440684351931111,0.34811590011603905
