UniProt,ENSP,source
P36222,9606.ENSP00000255409,Ensembl_UniProt
P36222,9606.ENSP00000255409,UniProt_AC
P36268,9606.ENSP00000385721,Ensembl_HGNC_uniprot_ids
P36268,9606.ENSP00000385721,Ensembl_UniProt
P36268,9606.ENSP00000385721,UniProt_AC
P36269,9606.ENSP00000381340,Ensembl_HGNC_uniprot_ids
P36269,9606.ENSP00000381340,Ensembl_UniProt
P36269,9606.ENSP00000381340,UniProt_AC
P36404,9606.ENSP00000246747,Ensembl_HGNC_uniprot_ids
P36404,9606.ENSP00000246747,Ensembl_UniProt
P36404,9606.ENSP00000246747,UniProt_AC
P36405,9606.ENSP00000260746,Ensembl_HGNC_uniprot_ids
P36405,9606.ENSP00000260746,Ensembl_UniProt
P36405,9606.ENSP00000260746,UniProt_AC
P36507,9606.ENSP00000262948,Ensembl_HGNC_uniprot_ids
P36507,9606.ENSP00000262948,Ensembl_UniProt
P36507,9606.ENSP00000262948,UniProt_AC
P36551,9606.ENSP00000497326,Ensembl_HGNC_uniprot_ids
P36551,9606.ENSP00000497326,Ensembl_UniProt
P36551,9606.ENSP00000497326,UniProt_AC
P36639,9606.ENSP00000380241,Ensembl_HGNC_uniprot_ids
P36639,9606.ENSP00000380241,Ensembl_UniProt
P36639,9606.ENSP00000380241,UniProt_AC
P36776,9606.ENSP00000353826,Ensembl_HGNC_uniprot_ids
P36776,9606.ENSP00000353826,Ensembl_UniProt
P36776,9606.ENSP00000353826,UniProt_AC
P36871,9606.ENSP00000360124,Ensembl_HGNC_uniprot_ids
P36871,9606.ENSP00000360124,Ensembl_UniProt
P36871,9606.ENSP00000360124,UniProt_AC
P36873,9606.ENSP00000341779,Ensembl_HGNC_uniprot_ids
P36873,9606.ENSP00000341779,Ensembl_UniProt
P36873,9606.ENSP00000341779,UniProt_AC
P36888,9606.ENSP00000241453,Ensembl_HGNC_uniprot_ids
P36888,9606.ENSP00000241453,Ensembl_UniProt
P36888,9606.ENSP00000241453,UniProt_AC
P36894,9606.ENSP00000361107,Ensembl_HGNC_uniprot_ids
P36894,9606.ENSP00000361107,Ensembl_UniProt
P36894,9606.ENSP00000361107,UniProt_AC
P36896,9606.ENSP00000442656,Ensembl_HGNC_uniprot_ids
P36896,9606.ENSP00000442656,Ensembl_UniProt
P36896,9606.ENSP00000442656,UniProt_AC
P36897,9606.ENSP00000447297,Ensembl_HGNC_uniprot_ids
P36897,9606.ENSP00000447297,Ensembl_UniProt
P36897,9606.ENSP00000447297,UniProt_AC
P36941,9606.ENSP00000228918,Ensembl_HGNC_uniprot_ids
P36941,9606.ENSP00000228918,Ensembl_UniProt
P36941,9606.ENSP00000228918,UniProt_AC
P36952,9606.ENSP00000372221,Ensembl_HGNC_uniprot_ids
P36952,9606.ENSP00000372221,Ensembl_UniProt
P36952,9606.ENSP00000372221,UniProt_AC
P36954,9606.ENSP00000221859,Ensembl_HGNC_uniprot_ids
P36954,9606.ENSP00000221859,Ensembl_UniProt
P36954,9606.ENSP00000221859,UniProt_AC
P36955,9606.ENSP00000254722,Ensembl_HGNC_uniprot_ids
P36955,9606.ENSP00000254722,Ensembl_UniProt
P36955,9606.ENSP00000254722,UniProt_AC
P36957,9606.ENSP00000335304,Ensembl_HGNC_uniprot_ids
P36957,9606.ENSP00000335304,Ensembl_UniProt
P36957,9606.ENSP00000335304,UniProt_AC
P36959,9606.ENSP00000259727,Ensembl_HGNC_uniprot_ids
P36959,9606.ENSP00000259727,Ensembl_UniProt
P36959,9606.ENSP00000259727,UniProt_AC
P36980,9606.ENSP00000356385,Ensembl_HGNC_uniprot_ids
P36980,9606.ENSP00000356385,Ensembl_UniProt
P36980,9606.ENSP00000356385,UniProt_AC
P37023,9606.ENSP00000373574,Ensembl_HGNC_uniprot_ids
P37023,9606.ENSP00000373574,Ensembl_UniProt
P37023,9606.ENSP00000373574,UniProt_AC
P37108,9606.ENSP00000267884,Ensembl_HGNC_uniprot_ids
P37108,9606.ENSP00000267884,Ensembl_UniProt
P37108,9606.ENSP00000267884,UniProt_AC
P37173,9606.ENSP00000351905,Ensembl_HGNC_uniprot_ids
P37173,9606.ENSP00000351905,Ensembl_UniProt
P37173,9606.ENSP00000351905,UniProt_AC
P37231,9606.ENSP00000287820,Ensembl_HGNC_uniprot_ids
P37231,9606.ENSP00000287820,Ensembl_UniProt
P37231,9606.ENSP00000287820,UniProt_AC
P37235,9606.ENSP00000483786,Ensembl_HGNC_uniprot_ids
P37235,9606.ENSP00000483786,Ensembl_UniProt
P37235,9606.ENSP00000483786,UniProt_AC
P37802,9606.ENSP00000357076,Ensembl_HGNC_uniprot_ids
P37802,9606.ENSP00000357076,Ensembl_UniProt
P37802,9606.ENSP00000357076,UniProt_AC
P37837,9606.ENSP00000321259,Ensembl_HGNC_uniprot_ids
P37837,9606.ENSP00000321259,Ensembl_UniProt
P37837,9606.ENSP00000321259,UniProt_AC
P37840,9606.ENSP00000500990,Ensembl_HGNC_uniprot_ids
P37840,9606.ENSP00000500990,Ensembl_UniProt
P37840,9606.ENSP00000500990,UniProt_AC
P38484,9606.ENSP00000371425,Ensembl_HGNC_uniprot_ids
P38484,9606.ENSP00000371425,Ensembl_UniProt
P38484,9606.ENSP00000371425,UniProt_AC
P38646,9606.ENSP00000297185,Ensembl_HGNC_uniprot_ids
P38646,9606.ENSP00000297185,Ensembl_UniProt
P38646,9606.ENSP00000297185,UniProt_AC
P38919,9606.ENSP00000497641,Ensembl_HGNC_uniprot_ids
P38919,9606.ENSP00000497641,Ensembl_UniProt
P38919,9606.ENSP00000497641,UniProt_AC
P38936,9606.ENSP00000384849,Ensembl_HGNC_uniprot_ids
P38936,9606.ENSP00000384849,Ensembl_UniProt
P38936,9606.ENSP00000384849,UniProt_AC
P39019,9606.ENSP00000470972,Ensembl_HGNC_uniprot_ids
P39019,9606.ENSP00000470972,Ensembl_UniProt
P39019,9606.ENSP00000470972,UniProt_AC
P39059,9606.ENSP00000364140,Ensembl_HGNC_uniprot_ids
P39059,9606.ENSP00000364140,Ensembl_UniProt
P39059,9606.ENSP00000364140,UniProt_AC
P39060,9606.ENSP00000352798,Ensembl_HGNC_uniprot_ids
P39060,9606.ENSP00000352798,Ensembl_UniProt
P39060,9606.ENSP00000352798,UniProt_AC
P39656,9606.ENSP00000399457,Ensembl_HGNC_uniprot_ids
P39656,9606.ENSP00000399457,Ensembl_UniProt
P39656,9606.ENSP00000399457,UniProt_AC
P39687,9606.ENSP00000417864,Ensembl_HGNC_uniprot_ids
P39687,9606.ENSP00000417864,Ensembl_UniProt
P39687,9606.ENSP00000417864,UniProt_AC
P39748,9606.ENSP00000305480,Ensembl_HGNC_uniprot_ids
P39748,9606.ENSP00000305480,Ensembl_UniProt
P39748,9606.ENSP00000305480,UniProt_AC
P39877,9606.ENSP00000364249,Ensembl_HGNC_uniprot_ids
P39877,9606.ENSP00000364249,Ensembl_UniProt
P39877,9606.ENSP00000364249,UniProt_AC
P39900,9606.ENSP00000458585,Ensembl_HGNC_uniprot_ids
P39900,9606.ENSP00000458585,Ensembl_UniProt
P39900,9606.ENSP00000458585,UniProt_AC
P39905,9606.ENSP00000409007,Ensembl_HGNC_uniprot_ids
P39905,9606.ENSP00000409007,Ensembl_UniProt
P39905,9606.ENSP00000409007,UniProt_AC
P40121,9606.ENSP00000263867,Ensembl_HGNC_uniprot_ids
P40121,9606.ENSP00000263867,Ensembl_UniProt
P40121,9606.ENSP00000263867,UniProt_AC
P40126,9606.ENSP00000392762,Ensembl_HGNC_uniprot_ids
P40126,9606.ENSP00000392762,Ensembl_UniProt
P40126,9606.ENSP00000392762,UniProt_AC
P40189,9606.ENSP00000370698,Ensembl_HGNC_uniprot_ids
P40189,9606.ENSP00000370698,Ensembl_UniProt
P40189,9606.ENSP00000370698,UniProt_AC
P40197,9606.ENSP00000383931,Ensembl_HGNC_uniprot_ids
P40197,9606.ENSP00000383931,Ensembl_UniProt
P40197,9606.ENSP00000383931,UniProt_AC
P40198,9606.ENSP00000349971,Ensembl_HGNC_uniprot_ids
P40198,9606.ENSP00000349971,Ensembl_UniProt
P40198,9606.ENSP00000349971,UniProt_AC
P40200,9606.ENSP00000283285,Ensembl_HGNC_uniprot_ids
P40200,9606.ENSP00000283285,Ensembl_UniProt
P40200,9606.ENSP00000283285,UniProt_AC
P40222,9606.ENSP00000362711,Ensembl_HGNC_uniprot_ids
P40222,9606.ENSP00000362711,Ensembl_UniProt
P40222,9606.ENSP00000362711,UniProt_AC
P40225,9606.ENSP00000494504,Ensembl_HGNC_uniprot_ids
P40225,9606.ENSP00000494504,Ensembl_UniProt
P40225,9606.ENSP00000494504,UniProt_AC
P40238,9606.ENSP00000361548,Ensembl_HGNC_uniprot_ids
P40238,9606.ENSP00000361548,Ensembl_UniProt
P40238,9606.ENSP00000361548,UniProt_AC
P40259,9606.ENSP00000376544,Ensembl_HGNC_uniprot_ids
P40259,9606.ENSP00000376544,Ensembl_UniProt
P40259,9606.ENSP00000376544,UniProt_AC
P40261,9606.ENSP00000441434,Ensembl_HGNC_uniprot_ids
P40261,9606.ENSP00000441434,Ensembl_UniProt
P40261,9606.ENSP00000441434,UniProt_AC
P40306,9606.ENSP00000351314,Ensembl_HGNC_uniprot_ids
P40306,9606.ENSP00000351314,Ensembl_UniProt
P40306,9606.ENSP00000351314,UniProt_AC
P40313,9606.ENSP00000458537,Ensembl_HGNC_uniprot_ids
P40313,9606.ENSP00000458537,Ensembl_UniProt
P40313,9606.ENSP00000458537,UniProt_AC
P40337,9606.ENSP00000256474,Ensembl_HGNC_uniprot_ids
P40337,9606.ENSP00000256474,Ensembl_UniProt
P40337,9606.ENSP00000256474,UniProt_AC
P40394,9606.ENSP00000420269,Ensembl_HGNC_uniprot_ids
P40394,9606.ENSP00000420269,Ensembl_UniProt
P40394,9606.ENSP00000420269,UniProt_AC
P40616,9606.ENSP00000261636,Ensembl_HGNC_uniprot_ids
P40616,9606.ENSP00000261636,Ensembl_UniProt
P40616,9606.ENSP00000261636,UniProt_AC
P40763,9606.ENSP00000264657,Ensembl_HGNC_uniprot_ids
P40763,9606.ENSP00000264657,Ensembl_UniProt
P40763,9606.ENSP00000264657,UniProt_AC
P40818,9606.ENSP00000379721,Ensembl_HGNC_uniprot_ids
P40818,9606.ENSP00000379721,Ensembl_UniProt
P40818,9606.ENSP00000379721,UniProt_AC
P40926,9606.ENSP00000327070,Ensembl_HGNC_uniprot_ids
P40926,9606.ENSP00000327070,Ensembl_UniProt
P40926,9606.ENSP00000327070,UniProt_AC
P40933,9606.ENSP00000296545,Ensembl_HGNC_uniprot_ids
P40933,9606.ENSP00000296545,Ensembl_UniProt
P40933,9606.ENSP00000296545,UniProt_AC
P40967,9606.ENSP00000402758,Ensembl_HGNC_uniprot_ids
P40967,9606.ENSP00000402758,Ensembl_UniProt
P40967,9606.ENSP00000402758,UniProt_AC
P41134,9606.ENSP00000365280,Ensembl_HGNC_uniprot_ids
P41134,9606.ENSP00000365280,Ensembl_UniProt
P41134,9606.ENSP00000365280,UniProt_AC
P41159,9606.ENSP00000312652,Ensembl_HGNC_uniprot_ids
P41159,9606.ENSP00000312652,Ensembl_UniProt
P41159,9606.ENSP00000312652,UniProt_AC
P41161,9606.ENSP00000306894,Ensembl_HGNC_uniprot_ids
P41161,9606.ENSP00000306894,Ensembl_UniProt
P41161,9606.ENSP00000306894,UniProt_AC
P41182,9606.ENSP00000384371,Ensembl_HGNC_uniprot_ids
P41182,9606.ENSP00000384371,Ensembl_UniProt
P41182,9606.ENSP00000384371,UniProt_AC
P41208,9606.ENSP00000359300,Ensembl_HGNC_uniprot_ids
P41208,9606.ENSP00000359300,Ensembl_UniProt
P41208,9606.ENSP00000359300,UniProt_AC
P41217,9606.ENSP00000420298,Ensembl_HGNC_uniprot_ids
P41217,9606.ENSP00000420298,Ensembl_UniProt
P41217,9606.ENSP00000420298,UniProt_AC
P41218,9606.ENSP00000357123,Ensembl_HGNC_uniprot_ids
P41218,9606.ENSP00000357123,Ensembl_UniProt
P41218,9606.ENSP00000357123,UniProt_AC
P41221,9606.ENSP00000264634,Ensembl_HGNC_uniprot_ids
P41221,9606.ENSP00000264634,Ensembl_UniProt
P41221,9606.ENSP00000264634,UniProt_AC
P41222,9606.ENSP00000360687,Ensembl_HGNC_uniprot_ids
P41222,9606.ENSP00000360687,Ensembl_UniProt
P41222,9606.ENSP00000360687,UniProt_AC
P41223,9606.ENSP00000386023,Ensembl_HGNC_uniprot_ids
P41223,9606.ENSP00000386023,Ensembl_UniProt
P41223,9606.ENSP00000386023,UniProt_AC
P41226,9606.ENSP00000333266,Ensembl_HGNC_uniprot_ids
P41226,9606.ENSP00000333266,Ensembl_UniProt
P41226,9606.ENSP00000333266,UniProt_AC
P41227,9606.ENSP00000417763,Ensembl_HGNC_uniprot_ids
P41227,9606.ENSP00000417763,Ensembl_UniProt
P41227,9606.ENSP00000417763,UniProt_AC
P41235,9606.ENSP00000312987,Ensembl_HGNC_uniprot_ids
P41235,9606.ENSP00000312987,Ensembl_UniProt
P41235,9606.ENSP00000312987,UniProt_AC
P41236,9606.ENSP00000484580,Ensembl_HGNC_uniprot_ids
P41236,9606.ENSP00000484580,Ensembl_UniProt
P41236,9606.ENSP00000484580,UniProt_AC
P41240,9606.ENSP00000220003,Ensembl_HGNC_uniprot_ids
P41240,9606.ENSP00000220003,Ensembl_UniProt
P41240,9606.ENSP00000220003,UniProt_AC
P41250,9606.ENSP00000373918,Ensembl_HGNC_uniprot_ids
P41250,9606.ENSP00000373918,Ensembl_UniProt
P41250,9606.ENSP00000373918,UniProt_AC
P41252,9606.ENSP00000364794,Ensembl_HGNC_uniprot_ids
P41252,9606.ENSP00000364794,Ensembl_UniProt
P41252,9606.ENSP00000364794,UniProt_AC
P41271,9606.ENSP00000289749,Ensembl_HGNC_uniprot_ids
P41271,9606.ENSP00000289749,Ensembl_UniProt
P41271,9606.ENSP00000289749,UniProt_AC
P41273,9606.ENSP00000245817,Ensembl_HGNC_uniprot_ids
P41273,9606.ENSP00000245817,Ensembl_UniProt
P41273,9606.ENSP00000245817,UniProt_AC
P41439,9606.ENSP00000481114,Ensembl_HGNC_uniprot_ids
P41439,9606.ENSP00000481114,Ensembl_UniProt
P41439,9606.ENSP00000481114,UniProt_AC
P41567,9606.ENSP00000419449,Ensembl_HGNC_uniprot_ids
P41567,9606.ENSP00000419449,Ensembl_UniProt
P41567,9606.ENSP00000419449,UniProt_AC
P41586,9606.ENSP00000483721,Ensembl_HGNC_uniprot_ids
P41586,9606.ENSP00000483721,Ensembl_UniProt
P41586,9606.ENSP00000483721,UniProt_AC
P41743,9606.ENSP00000295797,Ensembl_HGNC_uniprot_ids
P41743,9606.ENSP00000295797,Ensembl_UniProt
P41743,9606.ENSP00000295797,UniProt_AC
P41970,9606.ENSP00000228741,Ensembl_HGNC_uniprot_ids
P41970,9606.ENSP00000228741,Ensembl_UniProt
P41970,9606.ENSP00000228741,UniProt_AC
P42081,9606.ENSP00000332049,Ensembl_HGNC_uniprot_ids
P42081,9606.ENSP00000332049,Ensembl_UniProt
P42081,9606.ENSP00000332049,UniProt_AC
P42126,9606.ENSP00000301729,Ensembl_HGNC_uniprot_ids
P42126,9606.ENSP00000301729,Ensembl_UniProt
P42126,9606.ENSP00000301729,UniProt_AC
P42127,9606.ENSP00000454804,Ensembl_HGNC_uniprot_ids
P42127,9606.ENSP00000454804,Ensembl_UniProt
P42127,9606.ENSP00000454804,UniProt_AC
P42167,9606.ENSP00000266732,Ensembl_HGNC_uniprot_ids
P42167,9606.ENSP00000266732,Ensembl_UniProt
P42224,9606.ENSP00000354394,Ensembl_HGNC_uniprot_ids
P42224,9606.ENSP00000354394,Ensembl_UniProt
P42224,9606.ENSP00000354394,UniProt_AC
P42226,9606.ENSP00000300134,Ensembl_HGNC_uniprot_ids
P42226,9606.ENSP00000300134,Ensembl_UniProt
P42226,9606.ENSP00000300134,UniProt_AC
P42229,9606.ENSP00000341208,Ensembl_HGNC_uniprot_ids
P42229,9606.ENSP00000341208,Ensembl_UniProt
P42229,9606.ENSP00000341208,UniProt_AC
P42330,9606.ENSP00000369927,Ensembl_HGNC_uniprot_ids
P42330,9606.ENSP00000369927,Ensembl_UniProt
P42330,9606.ENSP00000369927,UniProt_AC
P42331,9606.ENSP00000386911,Ensembl_HGNC_uniprot_ids
P42331,9606.ENSP00000386911,Ensembl_UniProt
P42331,9606.ENSP00000386911,UniProt_AC
P42574,9606.ENSP00000311032,Ensembl_HGNC_uniprot_ids
P42574,9606.ENSP00000311032,Ensembl_UniProt
P42574,9606.ENSP00000311032,UniProt_AC
P42575,9606.ENSP00000312664,Ensembl_HGNC_uniprot_ids
P42575,9606.ENSP00000312664,Ensembl_UniProt
P42575,9606.ENSP00000312664,UniProt_AC
P42658,9606.ENSP00000367001,Ensembl_HGNC_uniprot_ids
P42658,9606.ENSP00000367001,Ensembl_UniProt
P42658,9606.ENSP00000367001,UniProt_AC
P42679,9606.ENSP00000378485,Ensembl_HGNC_uniprot_ids
P42679,9606.ENSP00000378485,Ensembl_UniProt
P42679,9606.ENSP00000378485,UniProt_AC
P42680,9606.ENSP00000370912,Ensembl_HGNC_uniprot_ids
P42680,9606.ENSP00000370912,Ensembl_UniProt
P42680,9606.ENSP00000370912,UniProt_AC
P42684,9606.ENSP00000427562,Ensembl_HGNC_uniprot_ids
P42684,9606.ENSP00000427562,Ensembl_UniProt
P42684,9606.ENSP00000427562,UniProt_AC
P42701,9606.ENSP00000470788,Ensembl_HGNC_uniprot_ids
P42701,9606.ENSP00000470788,Ensembl_UniProt
P42701,9606.ENSP00000470788,UniProt_AC
P42702,9606.ENSP00000398368,Ensembl_HGNC_uniprot_ids
P42702,9606.ENSP00000398368,Ensembl_UniProt
P42702,9606.ENSP00000398368,UniProt_AC
P42768,9606.ENSP00000365891,Ensembl_HGNC_uniprot_ids
P42768,9606.ENSP00000365891,Ensembl_UniProt
P42768,9606.ENSP00000365891,UniProt_AC
P42772,9606.ENSP00000276925,Ensembl_HGNC_uniprot_ids
P42772,9606.ENSP00000276925,Ensembl_UniProt
P42772,9606.ENSP00000276925,UniProt_AC
P42773,9606.ENSP00000262662,Ensembl_HGNC_uniprot_ids
P42773,9606.ENSP00000262662,Ensembl_UniProt
P42773,9606.ENSP00000262662,UniProt_AC
P42785,9606.ENSP00000377055,Ensembl_HGNC_uniprot_ids
P42785,9606.ENSP00000377055,Ensembl_UniProt
P42785,9606.ENSP00000377055,UniProt_AC
P42830,9606.ENSP00000296027,Ensembl_HGNC_uniprot_ids
P42830,9606.ENSP00000296027,Ensembl_UniProt
P42830,9606.ENSP00000296027,UniProt_AC
P42892,9606.ENSP00000364028,Ensembl_HGNC_uniprot_ids
P42892,9606.ENSP00000364028,Ensembl_UniProt
P42892,9606.ENSP00000364028,UniProt_AC
P43026,9606.ENSP00000363492,Ensembl_HGNC_uniprot_ids
P43026,9606.ENSP00000363492,Ensembl_UniProt
P43026,9606.ENSP00000363492,UniProt_AC
P43080,9606.ENSP00000053469,Ensembl_HGNC_uniprot_ids
P43080,9606.ENSP00000053469,UniProt_AC
P43080,9606.ENSP00000362049,Ensembl_HGNC_uniprot_ids
P43080,9606.ENSP00000362049,Ensembl_UniProt
P43121,9606.ENSP00000264036,Ensembl_HGNC_uniprot_ids
P43121,9606.ENSP00000264036,Ensembl_UniProt
P43121,9606.ENSP00000264036,UniProt_AC
P43146,9606.ENSP00000389140,Ensembl_HGNC_uniprot_ids
P43146,9606.ENSP00000389140,Ensembl_UniProt
P43146,9606.ENSP00000389140,UniProt_AC
P43155,9606.ENSP00000315013,Ensembl_HGNC_uniprot_ids
P43155,9606.ENSP00000315013,Ensembl_UniProt
P43155,9606.ENSP00000315013,UniProt_AC
P43166,9606.ENSP00000345659,Ensembl_HGNC_uniprot_ids
P43166,9606.ENSP00000345659,Ensembl_UniProt
P43166,9606.ENSP00000345659,UniProt_AC
P43220,9606.ENSP00000362353,Ensembl_HGNC_uniprot_ids
P43220,9606.ENSP00000362353,Ensembl_UniProt
P43220,9606.ENSP00000362353,UniProt_AC
P43234,9606.ENSP00000414904,Ensembl_HGNC_uniprot_ids
P43234,9606.ENSP00000414904,Ensembl_UniProt
P43234,9606.ENSP00000414904,UniProt_AC
P43235,9606.ENSP00000271651,Ensembl_HGNC_uniprot_ids
P43235,9606.ENSP00000271651,Ensembl_UniProt
P43235,9606.ENSP00000271651,UniProt_AC
P43246,9606.ENSP00000233146,Ensembl_HGNC_uniprot_ids
P43246,9606.ENSP00000233146,Ensembl_UniProt
P43246,9606.ENSP00000233146,UniProt_AC
P43251,9606.ENSP00000500193,Ensembl_HGNC_uniprot_ids
P43251,9606.ENSP00000500193,Ensembl_UniProt
P43251,9606.ENSP00000500193,UniProt_AC
P43268,9606.ENSP00000321835,Ensembl_HGNC_uniprot_ids
P43268,9606.ENSP00000321835,Ensembl_UniProt
P43268,9606.ENSP00000321835,UniProt_AC
P43307,9606.ENSP00000244763,Ensembl_HGNC_uniprot_ids
P43307,9606.ENSP00000244763,Ensembl_UniProt
P43307,9606.ENSP00000244763,UniProt_AC
P43308,9606.ENSP00000295702,Ensembl_HGNC_uniprot_ids
P43308,9606.ENSP00000295702,Ensembl_UniProt
P43308,9606.ENSP00000295702,UniProt_AC
P43320,9606.ENSP00000498905,Ensembl_HGNC_uniprot_ids
P43320,9606.ENSP00000498905,Ensembl_UniProt
P43320,9606.ENSP00000498905,UniProt_AC
P43353,9606.ENSP00000473990,Ensembl_HGNC_uniprot_ids
P43353,9606.ENSP00000473990,Ensembl_UniProt
P43353,9606.ENSP00000473990,UniProt_AC
P43357,9606.ENSP00000473093,Ensembl_HGNC_uniprot_ids
P43357,9606.ENSP00000473093,Ensembl_UniProt
P43357,9606.ENSP00000473093,UniProt_AC
P43358,9606.ENSP00000353379,Ensembl_HGNC_uniprot_ids
P43358,9606.ENSP00000353379,Ensembl_UniProt
P43358,9606.ENSP00000353379,UniProt_AC
P43360,9606.ENSP00000480637,Ensembl_HGNC_uniprot_ids
P43360,9606.ENSP00000480637,Ensembl_UniProt
P43360,9606.ENSP00000480637,UniProt_AC
P43361,9606.ENSP00000438293,Ensembl_HGNC_uniprot_ids
P43361,9606.ENSP00000438293,Ensembl_UniProt
P43361,9606.ENSP00000438293,UniProt_AC
P43363,9606.ENSP00000244096,Ensembl_HGNC_uniprot_ids
P43363,9606.ENSP00000244096,Ensembl_UniProt
P43363,9606.ENSP00000244096,UniProt_AC
P43378,9606.ENSP00000482732,Ensembl_HGNC_uniprot_ids
P43378,9606.ENSP00000482732,Ensembl_UniProt
P43378,9606.ENSP00000482732,UniProt_AC
P43403,9606.ENSP00000264972,Ensembl_HGNC_uniprot_ids
P43403,9606.ENSP00000264972,Ensembl_UniProt
P43403,9606.ENSP00000264972,UniProt_AC
P43405,9606.ENSP00000364898,Ensembl_HGNC_uniprot_ids
P43405,9606.ENSP00000364898,Ensembl_UniProt
P43405,9606.ENSP00000364898,UniProt_AC
P43487,9606.ENSP00000401564,Ensembl_HGNC_uniprot_ids
P43487,9606.ENSP00000401564,Ensembl_UniProt
P43487,9606.ENSP00000401564,UniProt_AC
P43489,9606.ENSP00000368538,Ensembl_HGNC_uniprot_ids
P43489,9606.ENSP00000368538,Ensembl_UniProt
P43489,9606.ENSP00000368538,UniProt_AC
P43490,9606.ENSP00000222553,Ensembl_HGNC_uniprot_ids
P43490,9606.ENSP00000222553,Ensembl_UniProt
P43490,9606.ENSP00000222553,UniProt_AC
P43626,9606.ENSP00000336769,Ensembl_HGNC_uniprot_ids
P43626,9606.ENSP00000336769,Ensembl_UniProt
P43626,9606.ENSP00000336769,UniProt_AC
P43628,9606.ENSP00000342215,Ensembl_HGNC_uniprot_ids
P43628,9606.ENSP00000342215,Ensembl_UniProt
P43628,9606.ENSP00000342215,UniProt_AC
P43629,9606.ENSP00000375608,Ensembl_HGNC_uniprot_ids
P43629,9606.ENSP00000375608,Ensembl_UniProt
P43629,9606.ENSP00000375608,UniProt_AC
P43630,9606.ENSP00000325525,Ensembl_HGNC_uniprot_ids
P43630,9606.ENSP00000325525,Ensembl_UniProt
P43630,9606.ENSP00000325525,UniProt_AC
P43652,9606.ENSP00000226355,Ensembl_HGNC_uniprot_ids
P43652,9606.ENSP00000226355,Ensembl_UniProt
P43652,9606.ENSP00000226355,UniProt_AC
P45378,9606.ENSP00000370975,Ensembl_HGNC_uniprot_ids
P45378,9606.ENSP00000370975,Ensembl_UniProt
P45378,9606.ENSP00000370975,UniProt_AC
P45379,9606.ENSP00000499593,Ensembl_HGNC_uniprot_ids
P45379,9606.ENSP00000499593,Ensembl_UniProt
P45379,9606.ENSP00000499593,UniProt_AC
P45381,9606.ENSP00000263080,Ensembl_HGNC_uniprot_ids
P45381,9606.ENSP00000263080,Ensembl_UniProt
P45381,9606.ENSP00000263080,UniProt_AC
P45452,9606.ENSP00000260302,Ensembl_HGNC_uniprot_ids
P45452,9606.ENSP00000260302,Ensembl_UniProt
P45452,9606.ENSP00000260302,UniProt_AC
P45877,9606.ENSP00000303057,Ensembl_HGNC_uniprot_ids
P45877,9606.ENSP00000303057,Ensembl_UniProt
P45877,9606.ENSP00000303057,UniProt_AC
P45954,9606.ENSP00000357873,Ensembl_HGNC_uniprot_ids
P45954,9606.ENSP00000357873,Ensembl_UniProt
P45954,9606.ENSP00000357873,UniProt_AC
P45973,9606.ENSP00000209875,Ensembl_HGNC_uniprot_ids
P45973,9606.ENSP00000209875,Ensembl_UniProt
P45973,9606.ENSP00000209875,UniProt_AC
P45974,9606.ENSP00000229268,Ensembl_HGNC_uniprot_ids
P45974,9606.ENSP00000229268,Ensembl_UniProt
P45974,9606.ENSP00000229268,UniProt_AC
P45983,9606.ENSP00000378974,Ensembl_HGNC_uniprot_ids
P45983,9606.ENSP00000378974,Ensembl_UniProt
P45983,9606.ENSP00000378974,UniProt_AC
P45984,9606.ENSP00000394560,Ensembl_HGNC_uniprot_ids
P45984,9606.ENSP00000394560,Ensembl_UniProt
P45984,9606.ENSP00000394560,UniProt_AC
P45985,9606.ENSP00000410402,Ensembl_HGNC_uniprot_ids
P45985,9606.ENSP00000410402,Ensembl_UniProt
P45985,9606.ENSP00000410402,UniProt_AC
P46020,9606.ENSP00000362643,Ensembl_HGNC_uniprot_ids
P46020,9606.ENSP00000362643,Ensembl_UniProt
P46020,9606.ENSP00000362643,UniProt_AC
P46060,9606.ENSP00000401470,Ensembl_HGNC_uniprot_ids
P46060,9606.ENSP00000401470,Ensembl_UniProt
P46060,9606.ENSP00000401470,UniProt_AC
P46063,9606.ENSP00000416739,Ensembl_HGNC_uniprot_ids
P46063,9606.ENSP00000416739,Ensembl_UniProt
P46063,9606.ENSP00000416739,UniProt_AC
P46108,9606.ENSP00000300574,Ensembl_HGNC_uniprot_ids
P46108,9606.ENSP00000300574,Ensembl_UniProt
P46108,9606.ENSP00000300574,UniProt_AC
P46109,9606.ENSP00000346300,Ensembl_HGNC_uniprot_ids
P46109,9606.ENSP00000346300,Ensembl_UniProt
P46109,9606.ENSP00000346300,UniProt_AC
P46379,9606.ENSP00000365131,Ensembl_HGNC_uniprot_ids
P46379,9606.ENSP00000365131,Ensembl_UniProt
P46379,9606.ENSP00000365131,UniProt_AC
P46439,9606.ENSP00000256593,Ensembl_HGNC_uniprot_ids
P46439,9606.ENSP00000256593,Ensembl_UniProt
P46439,9606.ENSP00000256593,UniProt_AC
P46459,9606.ENSP00000381293,Ensembl_HGNC_uniprot_ids
P46459,9606.ENSP00000381293,Ensembl_UniProt
P46459,9606.ENSP00000381293,UniProt_AC
P46527,9606.ENSP00000228872,Ensembl_HGNC_uniprot_ids
P46527,9606.ENSP00000228872,Ensembl_UniProt
