Protein,AD_beta,AD_logp,PD_beta,PD_logp
CHL1,0.26236426446749106,-1.3335121187657264,-0.11653381625595151,-3.870728482566994
CHM,-0.19845093872383832,-0.09788484601466539,0.009950330853168092,-5.325119352302545
CHMP1A,-0.020202707317519466,-0.43684829955110105,-0.020202707317519466,-0.4767929784056841
CHMP6,-0.12783337150988489,-5.416080252407428,-0.2484613592984996,-2.4264225384068125
CHP1,-0.030459207484708574,-0.6731065384542829,0.03922071315328133,-0.44948990581874076
CHRDL1,0.14842000511827322,-0.26210983643704755,-0.030459207484708574,-1.638503066290061
CHRDL2,0.17395330712343798,-6.729315412877695,-0.21072103131565253,-4.016224803769356
CHRM1,-0.05129329438755058,-2.1094998728251713,-0.2231435513142097,-0.43850238544549835
CIAPIN1,0.0,-0.22739351964923113,0.009950330853168092,-0.05328597213597988
CILP,-0.01005033585350145,-1.693472582397176,-0.11653381625595151,-0.1384121091101293
CINP,-0.07257069283483537,-0.8377236916932923,0.0769610411361284,-0.8109845629430853
CIRBP,-0.06187540371808753,-1.5315614570841096,-0.06187540371808753,-2.083013682183641
CIT,-0.13926206733350766,-0.07628590289324984,0.009950330853168092,-1.9052320858526732
CKAP4,0.25464221837358075,-0.34792245468103505,0.03922071315328133,-3.4139401266772706
CKB,0.2468600779315258,-5.328833482868517,0.23111172096338664,-8.208672264031744
CKMT1A_CKMT1B,0.058268908123975824,-0.711489941100334,-0.030459207484708574,-1.3651325168013584
CLASP1,-0.10536051565782628,-4.4899376890810005,0.14842000511827322,-2.470589085040046
CLC,0.04879016416943205,-3.969675370653761,-0.11653381625595151,-0.9805084698014955
CLEC10A,-0.040821994520255166,-36.882183482424985,-0.7133498878774648,-0.3886616178483645
CLEC11A,-0.020202707317519466,-0.20549716984019742,-0.01005033585350145,-0.19379750835480175
CLEC12A,0.43178241642553783,-0.2025038418710299,0.058268908123975824,-4.012218328136426
CLEC14A,0.13976194237515863,-4.4396250700149755,-0.2484613592984996,-1.7008153486221875
CLEC1A,0.08617769624105241,-5.175901169468197,-0.2613647641344075,-0.8596255075488307
CLEC1B,-0.01005033585350145,-0.43634774955827926,-0.01005033585350145,-0.12028082754288624
CLEC2L,-0.1743533871447778,-1.6017032323430764,0.10436001532424286,-2.8056166198003134
CLEC3B,-0.5447271754416722,-14.351653989714555,-1.1086626245216111,-5.184841370663198
CLEC4A,0.22314355131420976,-8.404623722812742,-0.31471074483970024,-3.486763864831979
CLEC4C,0.009950330853168092,-12.778773673014252,-0.3011050927839216,-0.09424881105546092
CLEC4D,0.06765864847381486,-3.5614170153911124,0.10436001532424286,-1.6022505336338921
CLEC4G,-0.020202707317519466,-4.495282503432074,-0.23572233352106983,-0.18676243451087696
CLEC4M,-0.16251892949777494,-10.365523012132687,-0.4155154439616658,-2.951518412322915
CLEC5A,0.4382549309311553,-1.6579005170070351,0.131028262406404,-9.064086504344106
CLEC6A,0.09531017980432493,-0.04646793832427282,0.0,-1.5230105180124356
CLEC7A,0.06765864847381486,-0.49295271338557745,0.02955880224154443,-1.193834375652721
CLGN,-0.06187540371808753,-2.8910478964263118,-0.2231435513142097,-0.6538635116961086
CLIC5,-0.030459207484708574,-1.7809214038149659,-0.2231435513142097,-0.1913621613855686
CLINT1,-0.08338160893905101,-1.9192075626943306,0.131028262406404,-0.9253453237462935
CLIP2,0.009950330853168092,-0.26313679168982007,0.009950330853168092,-0.19381779807113392
CLMP,0.23901690047049992,-2.525581642613534,-0.2484613592984996,-2.016327139117916
CLNS1A,-0.030459207484708574,-0.0451355083171441,0.009950330853168092,-0.1949193577133149
CLPP,-0.020202707317519466,-0.4416396251515058,0.01980262729617973,-0.3777059490106394
CLPS,0.03922071315328133,-1.2097870945995703,-0.040821994520255166,-0.922641133056687
CLSPN,0.009950330853168092,-1.054829043940325,-0.09431067947124129,-0.06521830733986454
CLSTN1,0.058268908123975824,-1.1486200938615758,-0.06187540371808753,-0.9155067342805985
CLSTN2,0.1570037488096647,-1.7392795036133972,-0.10536051565782628,-2.602948528441342
CLSTN3,-0.16251892949777494,-0.127225123575625,-0.020202707317519466,-1.423568469338525
CLTA,-0.020202707317519466,-1.4458189811601747,-0.08338160893905101,-0.25296276389708405
CLU,0.08617769624105241,-0.042636158913468426,0.009950330853168092,-0.6924575943791582
CLUL1,-0.06187540371808753,-0.5299044560649776,0.03922071315328133,-0.9009063260500744
CMC1,-0.06187540371808753,-1.6919526363570012,-0.07257069283483537,-1.7497355215030488
CMIP,-0.08338160893905101,-1.7905236851238686,-0.08338160893905101,-2.314139832622924
CNDP1,-0.18632957819149348,-2.6754011639955144,-0.11653381625595151,-4.456467979313113
CNGB3,-0.07257069283483537,-2.0665498458355547,-0.16251892949777494,-0.975083378875396
CNP,-0.08338160893905101,-0.0908137404562545,0.009950330853168092,-2.1838106378453093
CNPY2,0.06765864847381486,-0.3408031133437753,0.01980262729617973,-1.71823784165501
CNPY4,-0.030459207484708574,-0.6782659079946096,-0.030459207484708574,-0.6094461836706562
CNST,-0.020202707317519466,-0.2600271772845043,-0.01005033585350145,-0.7557867761983125
CNTF,0.04879016416943205,-0.9725489839224986,-0.12783337150988489,-0.3365340881339784
CNTN1,0.23901690047049992,-0.032050759930597215,0.0,-2.8683878583637665
CNTN2,-0.01005033585350145,-0.9432492723035695,-0.06187540371808753,-0.14199401755256547
CNTN3,-0.01005033585350145,-3.33799412972485,-0.21072103131565253,-0.08083998833397957
CNTN4,0.16551443847757333,-5.370290818411933,-0.37106368139083207,-1.3450298801911873
CNTN5,-0.21072103131565253,-1.6205496143676645,-0.10536051565782628,-3.7581599098064045
CNTNAP2,0.11332868530700327,-1.8342747778457589,-0.10536051565782628,-1.6294451643644727
CNTNAP4,-0.030459207484708574,-2.2409814776070607,0.06765864847381486,-0.7124005753519139
COCH,-0.18632957819149348,-1.3312878291400783,-0.11653381625595151,-3.1724191191918867
COL15A1,-0.020202707317519466,-0.8490274676291503,-0.13926206733350766,-0.1311292287033291
COL18A1,0.3074846997479607,-3.3980232445695115,-0.2744368457017603,-3.327639680879958
COL1A1,0.058268908123975824,-0.06940460159330289,-0.01005033585350145,-0.40263046151767146
COL24A1,0.04879016416943205,-1.1119247728798627,0.08617769624105241,-0.6514809121392203
COL28A1,0.0,-1.3126132077546357,-0.07257069283483537,-0.03623215438706718
COL2A1,0.0,-1.3800253485064755,-0.07257069283483537,-0.05469388035785097
COL3A1,0.2700271372130602,-2.950689579530589,-0.40047756659712525,-2.182628350440115
COL4A1,0.1823215567939546,-2.5820210714582337,0.13976194237515863,-3.1911293678160066
COL4A4,0.0,-3.478910953878784,0.20701416938432612,-0.031725483100184526
COL5A1,0.02955880224154443,-0.23142342757884646,-0.030459207484708574,-0.25553539446661666
COL6A3,0.20701416938432612,-0.6852898186370194,-0.06187540371808753,-3.5339279635926006
COL9A1,0.02955880224154443,-1.0404896704892692,0.058268908123975824,-0.4257638771823237
COL9A2,0.06765864847381486,-0.6964293810918397,0.06765864847381486,-0.8282774346825748
COLEC12,0.10436001532424286,-9.768956659578523,-0.4780358009429998,-0.8291677600697916
COMMD1,-0.07257069283483537,-1.1998833575235355,-0.08338160893905101,-1.2553614997552491
COMMD9,-0.06187540371808753,-1.6457151718009158,-0.16251892949777494,-0.5458947309072973
COMP,0.03922071315328133,-15.311619785091372,-0.4780358009429998,-0.3271830607184626
COMT,-0.01005033585350145,-0.26507264542228637,-0.01005033585350145,-0.2589845225349678
COPB2,0.0,-0.1616336508843118,-0.020202707317519466,-0.017303924076810348
COPE,0.04879016416943205,-1.2049821001603285,0.06765864847381486,-0.6877376484974547
COQ7,-0.18632957819149348,-0.3988844020296598,0.04879016416943205,-2.664844558529546
CORO1A,0.009950330853168092,-0.9783138113893933,0.02955880224154443,-0.21303793301381094
CORO6,0.1823215567939546,-1.7546625250610839,0.16551443847757333,-2.493891190166965
COX5B,-0.01005033585350145,-1.6312890797563442,-0.06187540371808753,-0.24345487677536415
COX6B1,-0.01005033585350145,-3.4322332605444963,-0.3285040669720361,-0.0776494236970454
CPA1,-0.05129329438755058,-1.8178090649036556,-0.07257069283483537,-1.133042749501928
CPA2,0.11332868530700327,-0.2882983329679586,-0.01005033585350145,-3.413645255982131
CPA4,0.009950330853168092,-2.1190442714721827,-0.1743533871447778,-0.06297208038008432
CPB1,-0.06187540371808753,-4.984519256032381,-0.13926206733350766,-1.3546807510543168
CPB2,-0.2613647641344075,-0.9128191348464458,-0.1743533871447778,-1.8775488811212324
CPE,-0.030459207484708574,-3.420144326758791,-0.16251892949777494,-0.32550515847436473
CPLX2,0.23901690047049992,-3.6244958824804194,-0.3856624808119846,-3.3080151461443688
CPM,-0.01005033585350145,-0.2645010589877083,0.02955880224154443,-0.05613332001643451
CPOX,0.08617769624105241,-2.506692572995958,0.27763173659827955,-0.6143894433382097
CPPED1,0.009950330853168092,-0.23246983496284515,-0.01005033585350145,-0.1587966575203603
CPQ,-0.19845093872383832,-0.46384199993217,-0.06187540371808753,-2.4728751158441593
CPTP,0.03922071315328133,-0.09735859216914555,-0.01005033585350145,-0.3766677359722225
CPVL,-0.030459207484708574,-0.1457441213308119,-0.01005033585350145,-0.30398836433825127
CPXM1,-0.07257069283483537,-0.16356130434642788,0.009950330853168092,-1.8641747031795068
CPXM2,0.412109650826833,-1.7505912383345312,-0.2613647641344075,-5.558574951623654
CR1,0.25464221837358075,-1.0809977358147465,-0.12783337150988489,-3.692222034315984
CR2,0.17395330712343798,-1.5400463830884203,-0.08338160893905101,-4.039956495586099
CRACR2A,0.009950330853168092,-3.964594695562807,0.08617769624105241,-0.2719564546796754
CRADD,-0.05129329438755058,-0.1709231817936398,0.009950330853168092,-1.1214005540292455
CREB3,0.11332868530700327,-1.945464984155912,0.11332868530700327,-2.3000117169682217
CREBZF,0.131028262406404,-2.1935575102529974,-0.31471074483970024,-0.9289321565493427
CREG1,-0.23572233352106983,-0.7050955569573474,-0.05129329438755058,-4.320650257849005
CRELD1,0.13976194237515863,-7.945420174400704,-0.4780358009429998,-1.5050216284226996
CRELD2,-0.01005033585350145,-4.1519676581276865,-0.13926206733350766,-0.15538948449567372
CRH,0.0,-3.057955631418123,-0.07257069283483537,-0.06157273037934797
CRHBP,-0.09431067947124129,-7.715001041143194,-0.3856624808119846,-0.8008531735894563
CRHR1,0.0,-0.09415298970712357,-0.01005033585350145,-0.07091819337307904
CRIM1,0.3987761199573678,-2.9548610770441734,0.29266961396282004,-4.013202385340254
CRIP2,-0.01005033585350145,-5.509247061607763,-0.2613647641344075,-0.09529216976650655
CRISP2,-0.08338160893905101,-0.6892790215426934,-0.040821994520255166,-2.066549806347914
CRISP3,0.009950330853168092,-2.0135119310560565,0.26236426446749106,-0.07248421162820617
CRKL,-0.030459207484708574,-0.4620437088369328,0.009950330853168092,-0.9770366752685049
CRLF1,-0.05129329438755058,-1.034881969350162,-0.11653381625595151,-0.32228315977996663
CRNN,-0.020202707317519466,-0.03475567771680901,0.0,-0.4092114498913785
CRTAC1,0.1570037488096647,-14.048704445131985,-0.4780358009429998,-1.6280114373861274
CRTAM,0.0769610411361284,-0.7717511964802829,0.04879016416943205,-1.4085457983050533
CRTAP,-0.1743533871447778,-1.8930399661602122,0.131028262406404,-2.673861985518553
CRX,0.03922071315328133,-0.03465914374851387,0.0,-1.8316068138738468
CRYBB1,-0.030459207484708574,-1.533440543814546,-0.09431067947124129,-0.4406676821258113
CRYBB2,0.06765864847381486,-1.662370191328529,-0.09431067947124129,-2.1918078115371955
CRYGD,-0.030459207484708574,-0.01519476089739111,0.0,-0.6235278703933484
CRYM,-0.05129329438755058,-0.8479476798074511,0.04879016416943205,-0.873478638914082
CRYZL1,-0.05129329438755058,-0.24945435215275685,-0.020202707317519466,-1.3911418793746433
CSDE1,-0.040821994520255166,-1.6161929564578132,0.04879016416943205,-1.5171922233887623
CSF1,0.3293037471426003,-0.8178348368423245,-0.08338160893905101,-4.775008543143054
CSF1R,0.0769610411361284,-0.12577145894066383,0.01980262729617973,-0.7797944572966632
CSF2,0.13976194237515863,-2.998119861575186,-0.2744368457017603,-1.5525827720769059
CSF2RA,0.009950330853168092,-1.1081177669228688,-0.05129329438755058,-0.20202917566757742
CSF2RB,0.058268908123975824,-3.481561233396926,-0.23572233352106983,-0.5735128959672177
CSF3,-0.19845093872383832,-4.0587645838928195,-0.16251892949777494,-4.751243558603375
CSF3R,0.25464221837358075,-0.2223454573759187,-0.040821994520255166,-2.9772732936458373
CSH1,0.01980262729617973,-3.7924704695943663,-0.37106368139083207,-0.12885978559264008
CSNK1D,0.02955880224154443,-2.6685913384241626,0.131028262406404,-0.4545381286026751
CSNK2A1,0.3576744442718159,-0.7348553134181645,0.0769610411361284,-10.099502436462085
CSPG4,0.35065687161316933,-0.40925870068997605,0.06765864847381486,-5.578276802136851
CSPG5,-0.020202707317519466,-1.0906694913646175,-0.09431067947124129,-0.23058033577350787
CSRP3,0.058268908123975824,-4.75475140505439,0.12221763272424911,-1.9700925075474516
CST1,-0.13926206733350766,-5.5026926488596235,-0.15082288973458366,-6.648036819263482
CST3,0.14842000511827322,-2.9560249288250637,-0.21072103131565253,-1.5988672740114593
CST5,-0.37106368139083207,-3.8314288959583718,-0.12783337150988489,-17.342271162601776
CST6,0.13976194237515863,-1.4554389469720272,-0.07257069283483537,-2.9090131642704065
CST7,-0.040821994520255166,-0.013036111069562012,0.0,-1.231117435491609
CSTB,0.14842000511827322,-0.9536507182537328,-0.06187540371808753,-2.5625726630385866
CTAG1A_CTAG1B,-0.05129329438755058,-2.061052132113432,0.13976194237515863,-0.5694237140311297
CTBS,-0.12783337150988489,-3.2684859576200056,-0.35667494393873245,-0.8686944229234939
CTF1,-0.040821994520255166,-0.09887635334907698,0.0,-1.0540651075193384
CTHRC1,0.23901690047049992,-2.000873629290135,-0.2484613592984996,-2.4442750823578328
CTLA4,0.03922071315328133,-1.0006517469052454,-0.13926206733350766,-0.25633223041979336
CTNNA1,0.1570037488096647,-0.4707700460680912,-0.07257069283483537,-2.1202663528707246
CTRB1,0.01980262729617973,-1.3280136191036715,-0.06187540371808753,-0.2627330998789094
CTRC,-0.06187540371808753,-0.09605129566285199,0.009950330853168092,-1.5457738062984214
CTRL,0.01980262729617973,-1.7250176895481324,0.09531017980432493,-0.2611599136891214
CTSB,0.0,-5.874484322507064,-0.1743533871447778,-0.05297775545373821
CTSC,-0.030459207484708574,-0.3812923437862246,0.02955880224154443,-0.31648177382996956
CTSD,-0.01005033585350145,-7.154955894890138,-0.2876820724517809,-0.09262697023296644
CTSE,0.02955880224154443,-0.6914363049426406,-0.06187540371808753,-0.37113672608751636
CTSF,-0.01005033585350145,-0.04669245554941938,0.0,-0.09375795642659453
CTSH,0.01980262729617973,-1.182543370278754,-0.040821994520255166,-0.4526749160236312
CTSL,0.01980262729617973,-0.7322090936826189,0.08617769624105241,-0.13079630325100924
CTSO,-0.05129329438755058,-3.4855570992283114,-0.2231435513142097,-0.4128240236303342
CTSS,-0.05129329438755058,-1.115077788054747,0.1570037488096647,-0.24196415550295883
CTSV,-0.020202707317519466,-4.243325358954602,-0.18632957819149348,-0.2521752343824792
CTSZ,-0.10536051565782628,-5.4918174104704205,-0.2744368457017603,-1.103092210549796
CUZD1,-0.08338160893905101,-0.577628537818301,-0.07257069283483537,-0.7859767683781357
CWC15,-0.09431067947124129,-1.449677871672402,0.08617769624105241,-1.5841368898406845
CX3CL1,0.27763173659827955,-0.4261326851955877,0.03922071315328133,-5.066164441793749
CXADR,-0.06187540371808753,-0.4219220757005677,0.02955880224154443,-0.9543333840138833
CXCL1,0.01980262729617973,-0.026991625471425043,0.0,-0.6690066461903724
CXCL10,-0.08338160893905101,-0.025602022728448533,0.0,-1.9303413472531132
CXCL11,0.01980262729617973,-0.5812911970031585,0.01980262729617973,-0.5091821300419709
CXCL12,0.08617769624105241,-1.7865412379100452,0.10436001532424286,-1.1249995914350375
CXCL13,0.03922071315328133,-0.5602765321788299,-0.030459207484708574,-0.7244483981057546
CXCL14,0.009950330853168092,-1.9995920539028307,-0.08338160893905101,-0.14001524745418154
CXCL16,0.131028262406404,-6.664123061240612,-0.4307829160924542,-0.9737588566107489
CXCL17,-0.16251892949777494,-9.581404053367015,-0.31471074483970024,-2.813380317222107
CXCL3,-0.01005033585350145,-0.49117755906758875,-0.020202707317519466,-0.24971330162571564
CXCL5,-0.020202707317519466,-3.194626212827109,-0.05129329438755058,-0.671252717189018
CXCL6,0.009950330853168092,-1.379712997880447,-0.05129329438755058,-0.13085408153677253
CXCL8,-0.05129329438755058,-0.07479438814482328,0.0,-1.07455810910103
CXCL9,0.0769610411361284,-1.7795663622093099,0.058268908123975824,-2.1870021290549118
CYB5A,-0.10536051565782628,-1.722450894780528,0.08617769624105241,-2.4108755300159186
CYB5R2,-0.06187540371808753,-1.4323418765910456,-0.10536051565782628,-0.8977087291390817
CYP24A1,-0.01005033585350145,-0.15016153986997272,0.009950330853168092,-0.193198332236414
CYTH3,-0.08338160893905101,-2.5999970274040476,0.10436001532424286,-1.6401224081809018
CYTL1,0.23111172096338664,-1.8911922884440955,-0.2744368457017603,-1.8211414138698268
DAAM1,-0.10536051565782628,-3.3047678104284373,-0.12783337150988489,-3.1449519607327487
DAB2,-0.01005033585350145,-1.5612368026755383,-0.030459207484708574,-0.23410473494443768
DAG1,-0.040821994520255166,-0.9873677934199494,-0.06187540371808753,-0.48495749098817215
DAND5,0.1823215567939546,-0.09640034041352706,-0.01005033585350145,-5.6149414474977375
DAPK2,0.03922071315328133,-1.0329119143059704,0.0769610411361284,-0.4800708234231558
DAPP1,0.0,-0.15382689958307258,0.0,-0.06480914121854907
DARS1,-0.040821994520255166,-0.254728530128333,0.009950330853168092,-0.8725122720076801
DBH,0.0,-0.831122802156498,-0.030459207484708574,-0.001424235742398464
DBI,0.01980262729617973,-0.6625726167090382,-0.030459207484708574,-0.3207082294661636
DBN1,-0.13926206733350766,-0.6125445853450018,-0.06187540371808753,-2.2131895429051647
DBNL,-0.020202707317519466,-0.04782806208810191,0.0,-0.40777278224109814
DCBLD2,0.28517894223366247,-0.39157126511041185,-0.040821994520255166,-5.629291147421
DCC,-0.2876820724517809,-0.4873140090922139,0.10436001532424286,-1.8059661580346236
DCDC2C,-0.06187540371808753,-1.9838215117022162,-0.12783337150988489,-1.0180454396114393
DCLRE1C,-0.040821994520255166,-1.1578312589382362,0.1570037488096647,-0.24435791431547443
DCN,0.4574248470388755,-6.004511692144147,-0.4155154439616658,-6.615576830397405
DCTD,-0.06187540371808753,-0.9472915628144933,-0.040821994520255166,-1.6893313620805037
DCTN1,0.02955880224154443,-0.07656043914782085,0.0,-0.557636757009598
DCTN2,0.04879016416943205,-2.2815229552926404,0.058268908123975824,-1.858250762985593
DCTN6,-0.040821994520255166,-0.4472851254875945,0.01980262729617973,-0.7218970127460189
DCTPP1,0.09531017980432493,-16.79931426065299,-0.527632742082372,-0.8967301485741426
DCUN1D1,-0.10536051565782628,-3.071588724174907,0.11332868530700327,-2.639817306324416
DCUN1D2,-0.05129329438755058,-4.403791868222394,0.13976194237515863,-0.947644432081728
DCXR,-0.10536051565782628,-3.268545254228001,-0.12783337150988489,-1.9844513621610507
DDA1,-0.040821994520255166,-0.02926201100841992,0.0,-0.3481233872366429
DDAH1,0.06765864847381486,-1.6759560877946782,-0.09431067947124129,-0.9142034692232174
DDC,0.0,-6.91065748631467,0.2151113796169455,-0.008414612762074797
DDHD2,-0.09431067947124129,-2.8113873817502326,-0.13926206733350766,-1.9821669217430287
DDI2,0.01980262729617973,-0.1531023799855895,-0.01005033585350145,-0.43941416918826165
DDR1,0.17395330712343798,-0.08025381428830315,-0.01005033585350145,-1.325510038174007
DDT,0.06765864847381486,-0.6163662315653593,-0.07257069283483537,-0.7186012173101316
DDX1,-0.10536051565782628,-2.571730646516226,0.1570037488096647,-1.4523367666582725
DDX25,-0.09431067947124129,-1.1744517600787692,-0.13926206733350766,-0.920244324532081
DDX39A,0.371563556432483,-0.8044071326119304,0.13976194237515863,-4.761959209852807
DDX4,-0.040821994520255166,-0.08901692603204944,0.009950330853168092,-0.4511780846296031
DDX53,-0.08338160893905101,-0.32013500354027646,-0.05129329438755058,-0.723710376956468
DDX58,0.03922071315328133,-0.18051388122436965,-0.01005033585350145,-0.6214547441794295
DECR1,-0.030459207484708574,-0.05218393931507237,0.0,-1.0849954747151658
DEFA1_DEFA1B,0.09531017980432493,-1.742721987072809,0.0769610411361284,-2.0426531226185616
DEFB103A_DEFB103B,0.13976194237515863,-1.239192766101705,-0.13926206733350766,-2.2450405981374097
DEFB104A_DEFB104B,-0.030459207484708574,-2.398961993542695,-0.16251892949777494,-0.3160337675936697
DEFB116,-0.06187540371808753,-1.587983375781977,-0.09431067947124129,-1.1677371863701382
DEFB118,-0.06187540371808753,-0.9191282839198068,-0.08338160893905101,-0.8596325920392703
DEFB4A_DEFB4B,0.01980262729617973,-2.0852268443176807,-0.030459207484708574,-0.9937479680947054
DENND2B,0.03922071315328133,-0.05438010632481081,-0.01005033585350145,-0.4153576473213015
DENR,-0.030459207484708574,-0.12345285386586966,0.009950330853168092,-0.41312857359237076
DFFA,-0.020202707317519466,-0.6110871742330277,0.02955880224154443,-0.3971113223422496
DGCR6,0.04879016416943205,-0.5178744921021353,-0.06187540371808753,-0.46433498878997786
DGKA,-0.07257069283483537,-0.6920349493184922,-0.06187540371808753,-1.0868629018395264
DGKZ,0.16551443847757333,-0.041982164131830924,0.0,-2.24574045337608
DHODH,0.02955880224154443,-0.45815040983591215,0.04879016416943205,-0.30050257433462324
DHPS,0.01980262729617973,-0.2803416090282016,-0.040821994520255166,-0.16925371024855654
DHRS4L2,-0.18632957819149348,-0.4212468980161304,0.03922071315328133,-3.135731647113703
DIABLO,-0.01005033585350145,-0.7824550368043184,-0.020202707317519466,-0.23674704823532441
DIPK1C,0.02955880224154443,-2.2636768036399975,0.17395330712343798,-0.2602303883015095
DIPK2B,-0.1743533871447778,-1.5625064746267356,-0.2231435513142097,-1.3733932001326539
DKK1,-0.01005033585350145,-0.15435021740022245,0.009950330853168092,-0.07730972908070449
DKK3,0.2151113796169455,-1.6312476654601682,-0.13926206733350766,-2.745622559538885
DKK4,0.02955880224154443,-1.4489606519748608,-0.08338160893905101,-0.37542307118699647
DKKL1,-0.020202707317519466,-0.16835557432443718,-0.01005033585350145,-0.42885537652947414
DLG4,-0.15082288973458366,-0.10606615011482742,-0.01005033585350145,-4.343794178916886
DLGAP5,-0.13926206733350766,-1.6731594820341378,-0.13926206733350766,-2.139974825167743
DLK1,-0.09431067947124129,-4.746776608371129,-0.13926206733350766,-2.0091443435967746
DLL1,0.20701416938432612,-1.4957837890163956,-0.12783337150988489,-2.7198286049631126
DLL4,-0.020202707317519466,-0.8904627835335863,-0.05129329438755058,-0.35644513891735763
DMD,-0.09431067947124129,-0.08125510633186016,-0.01005033585350145,-1.2052206191898545
DMP1,-0.030459207484708574,-1.9705218761170074,0.131028262406404,-0.37744056768147066
DNAJA1,-0.01005033585350145,-0.41418188052248406,0.04879016416943205,-0.12236612711899611
DNAJA2,-0.030459207484708574,-0.6586894790975637,-0.020202707317519466,-0.6188802430418865
DNAJA4,0.04879016416943205,-0.5078884963507814,-0.030459207484708574,-1.022051988929201
DNAJB1,-0.020202707317519466,-0.1493583789333005,-0.01005033585350145,-0.4722499326972983
DNAJB14,-0.040821994520255166,-0.9980713567680156,-0.07257069283483537,-0.7383179799394342
DNAJB2,-0.05129329438755058,-1.1358584248223182,-0.09431067947124129,-0.7600713568445057
DNAJB6,-0.07257069283483537,-1.7632710085297443,-0.08338160893905101,-2.0460140615583184
DNAJB8,-0.040821994520255166,-3.751675536846057,-0.13926206733350766,-0.7375205780195865
DNAJC21,-0.18632957819149348,-0.1325093996087656,-0.020202707317519466,-2.3707366720381744
DNAJC6,-0.08338160893905101,-1.5038842494304236,-0.07257069283483537,-2.2503764261876897
DNAJC9,-0.030459207484708574,-0.963512227297999,-0.05129329438755058,-0.5762798386898454
DNER,0.009950330853168092,-0.33067288103881315,-0.040821994520255166,-0.07463679133855833
DNLZ,0.02955880224154443,-0.07221718220880093,0.0,-0.6719305005665147
DNM1,-0.020202707317519466,-1.0887098213366193,-0.040821994520255166,-0.7357914761293061
DNM3,-0.09431067947124129,-3.727848083842914,-0.21072103131565253,-1.4243312252190723
DNMBP,-0.01005033585350145,-0.5461621079132952,-0.030459207484708574,-0.17513425980363306
DNPEP,0.03922071315328133,-0.21244122852538957,0.01980262729617973,-0.5584809173946698
DNPH1,-0.01005033585350145,-1.8925210163719897,0.08617769624105241,-0.12662217916319518
DOC2B,0.17395330712343798,-3.8053723273878384,-0.37106368139083207,-2.307770614601851
DOCK9,0.0,-0.24866509671822493,0.009950330853168092,-0.028175401891219455
DOK1,-0.040821994520255166,-1.7093515725129236,-0.05129329438755058,-1.773369121081708
DOK2,-0.030459207484708574,-1.3930333572324738,-0.030459207484708574,-1.3409586022585014
DPEP1,0.08617769624105241,-6.792188029701578,0.2151113796169455,-1.3673221216375149
DPEP2,-0.01005033585350145,-2.058221715163467,0.1570037488096647,-0.10493954649999948
DPP10,0.10436001532424286,-0.5983580983215586,-0.05129329438755058,-1.2673950527278068
DPP4,-0.2231435513142097,-9.18236534752067,-0.4307829160924542,-2.526264762994199
DPP6,0.058268908123975824,-2.0075017675123323,-0.13926206733350766,-0.5649146453664845
DPP7,-0.06187540371808753,-0.05230117686734308,0.0,-1.2970385191606133
DPT,0.11332868530700327,-1.1504669448002114,-0.11653381625595151,-0.8996102503675428
DPY30,0.02955880224154443,-5.972682440365809,-0.16251892949777494,-0.5781596058996259
DRAXIN,0.02955880224154443,-2.163331566797013,-0.11653381625595151,-0.30603055840414106
DRG2,-0.030459207484708574,-0.5132637218464471,-0.030459207484708574,-0.4448892441504787
DSC2,0.3074846997479607,-1.0437575256954879,0.08617769624105241,-6.358935270619525
DSCAM,-0.09431067947124129,-6.389743338753578,-0.4307829160924542,-0.9458442903044483
DSG2,0.4382549309311553,-6.556913917346045,0.3576744442718159,-7.5667290781487795
DSG3,0.04879016416943205,-8.898255972965382,-0.342490308946776,-0.4153958299035912
DSG4,-0.15082288973458366,-2.485092587073266,-0.10536051565782628,-3.6580332091379013
DTD1,-0.05129329438755058,-0.6448084763784776,-0.040821994520255166,-1.3848861371328935
DTNB,0.14842000511827322,-0.32400673542290404,-0.040821994520255166,-2.068178464933932
DTX2,-0.08338160893905101,-0.07192620163917897,0.009950330853168092,-1.4654830682224098
DTX3,0.26236426446749106,-1.7876602684434828,-0.1743533871447778,-2.8007315218863633
DTYMK,-0.06187540371808753,-2.555897610411914,-0.12783337150988489,-1.3072929326201614
DUOX2,-0.07257069283483537,-0.5300967260466225,-0.020202707317519466,-1.915835050991184
DUSP13,-0.05129329438755058,-0.5184593449492912,-0.06187540371808753,-0.5528508592515147
DUSP29,0.01980262729617973,-0.8375471923696234,-0.06187540371808753,-0.36791843865369755
DUSP3,0.0,-1.0067773368430724,-0.030459207484708574,-0.07556743773260197
DUT,-0.020202707317519466,-0.4475657025014688,-0.020202707317519466,-0.46258297294670553
DXO,-0.15082288973458366,-1.0655248901251655,-0.10536051565782628,-2.257479078405789
DYNC1H1,-0.07257069283483537,-0.7707102954661168,-0.08338160893905101,-0.8000868001241145
DYNLT1,-0.05129329438755058,-1.0573404276729528,-0.06187540371808753,-0.9896871418636755
DYNLT3,-0.12783337150988489,-0.7607610433166553,-0.08338160893905101,-1.7484730457489654
EBAG9,-0.020202707317519466,-0.5894602133033691,-0.020202707317519466,-0.528024147485033
EBI3_IL27,0.43178241642553783,-9.18039329560823,0.37843643572024505,-9.03903763333136
ECE1,0.0,-5.164649433245617,-0.2484613592984996,-0.025834402934948635
