Protein,AD_beta,AD_logp,PD_beta,PD_logp
APOH,0.09531017980432493,-0.04918049949035228,-0.01005033585350145,-1.2118783946532394
APOL1,-0.07257069283483537,-4.728445551914925,-0.23572233352106983,-1.0776408270778908
APOM,-0.2744368457017603,-4.644168219936227,-0.2744368457017603,-3.700014903743025
APP,-0.030459207484708574,-0.030727091816120555,0.0,-0.6533866881137219
APPL2,-0.06187540371808753,-1.4460022390244631,-0.05129329438755058,-2.223796426686413
APRT,0.009950330853168092,-0.43682694294149144,-0.030459207484708574,-0.15964772593872495
ARAF,0.04879016416943205,-0.5005082365238858,0.03922071315328133,-0.893811486486954
AREG,0.3074846997479607,-3.193133811871581,0.14842000511827322,-9.587218023232435
ARF6,-0.040821994520255166,-1.254962628975612,-0.05129329438755058,-1.0934936005332845
ARFIP1,-0.01005033585350145,-1.1477960454849665,-0.07257069283483537,-0.22220655543199122
ARG1,0.06765864847381486,-0.0865942432747233,0.009950330853168092,-1.1908578525086944
ARG2,-0.2484613592984996,-0.5446398275324738,-0.06187540371808753,-3.9238998568308943
ARHGAP1,0.0,-0.2706754863859696,-0.020202707317519466,-0.04181453484214289
ARHGAP25,0.01980262729617973,-0.5135610449548845,-0.030459207484708574,-0.23858612519749225
ARHGAP30,-0.19845093872383832,-1.0075605696142595,0.10436001532424286,-2.420230774333965
ARHGAP45,-0.07257069283483537,-2.494043851160567,-0.10536051565782628,-1.9165597656188378
ARHGAP5,-0.08338160893905101,-1.0698620199978741,0.058268908123975824,-1.992250714792302
ARHGEF1,-0.09431067947124129,-1.057432377727579,-0.05129329438755058,-3.269036655471832
ARHGEF10,-0.07257069283483537,-1.0066999604834383,-0.05129329438755058,-2.1037183819155127
ARHGEF12,0.0,-0.15490824787615046,-0.01005033585350145,-0.0814254419601216
ARHGEF5,0.02955880224154443,-0.7276740539153781,-0.05129329438755058,-0.6083050289727653
ARID3A,-0.040821994520255166,-0.5125687888625148,0.058268908123975824,-0.37284532264393166
ARID4B,-0.040821994520255166,-0.4372522618718235,-0.030459207484708574,-0.4124891112628386
ARL13B,-0.030459207484708574,-1.0618641538572657,-0.07257069283483537,-0.3978108016969961
ARL2BP,-0.07257069283483537,-1.4854604839264203,-0.15082288973458366,-0.6505057171575354
ARMCX2,0.01980262729617973,-1.3318557376700488,-0.09431067947124129,-0.2866085342335286
ARNT,0.01980262729617973,-7.744401074591006,0.26236426446749106,-0.20923121201812225
ARNTL,-0.07257069283483537,-2.122703468749393,-0.16251892949777494,-0.8947698096338278
ARSA,-0.13926206733350766,-1.9630644004967828,-0.10536051565782628,-2.6034837070961574
ARSB,-0.09431067947124129,-0.5243436976020591,-0.030459207484708574,-1.853164524003083
ART3,0.009950330853168092,-10.534599342176621,-0.37106368139083207,-0.11888588356964419
ART5,-0.020202707317519466,-0.8599839030298029,-0.06187540371808753,-0.21991967484295974
ARTN,0.03922071315328133,-0.14943673345139796,-0.01005033585350145,-0.43140445690123846
ASAH1,-0.06187540371808753,-0.10757749690122552,-0.01005033585350145,-0.7042588936164198
ASAH2,-0.15082288973458366,-2.9924187892114835,-0.10536051565782628,-4.286916402130405
ASGR1,0.03922071315328133,-9.0546537294866,-0.40047756659712525,-0.26891527294328993
ASGR2,-0.09431067947124129,-2.8028515943603636,-0.342490308946776,-0.5873306894747166
ASPN,-0.07257069283483537,-0.7468713091376951,-0.12783337150988489,-0.5029208076447701
ASPSCR1,-0.07257069283483537,-2.108930111107762,-0.11653381625595151,-1.4105622712091381
ASRGL1,-0.06187540371808753,-0.6105664962754329,-0.030459207484708574,-1.9989129606772493
ASS1,-0.09431067947124129,-1.2993048220353727,-0.07257069283483537,-2.2803288214835713
ATF2,-0.07257069283483537,-1.0497553210157944,-0.05129329438755058,-1.413251094999556
ATF4,0.13976194237515863,-0.5491864324764275,-0.08338160893905101,-1.4621837504400022
ATG16L1,-0.040821994520255166,-2.6324923940386644,-0.10536051565782628,-1.0106599707522725
ATG4A,0.0,-2.901776191945141,0.09531017980432493,-0.02501560442161748
ATOX1,0.01980262729617973,-0.4038757263447906,-0.020202707317519466,-0.4236364316141917
ATP1B1,-0.030459207484708574,-0.4727976488858745,0.04879016416943205,-0.2838699903450913
ATP1B2,0.04879016416943205,-0.24826701792759695,0.03922071315328133,-0.403785596278073
ATP1B3,-0.06187540371808753,-3.7195874760555494,-0.3285040669720361,-0.5028358984628952
ATP1B4,0.03922071315328133,-0.6005908472945025,-0.07257069283483537,-0.3387250094094385
ATP2B4,-0.07257069283483537,-1.455439212726664,0.08617769624105241,-1.1680583617639695
ATP5F1D,-0.05129329438755058,-0.5149588789085621,-0.05129329438755058,-0.6824135585396147
ATP5IF1,-0.01005033585350145,-0.25442220140908817,-0.01005033585350145,-0.16736116126090442
ATP5PO,-0.020202707317519466,-0.19713313058526227,0.01980262729617973,-0.25826377846293574
ATP6AP2,0.06765864847381486,-1.2310591838583325,-0.08338160893905101,-0.9062351961591729
ATP6V1D,0.11332868530700327,-2.213879072723801,-0.19845093872383832,-1.0145513532035813
ATP6V1F,-0.05129329438755058,-0.19820516892770895,0.009950330853168092,-1.1280268461134348
ATP6V1G1,-0.08338160893905101,-1.8942936294606587,-0.09431067947124129,-1.758808119451245
ATP6V1G2,0.03922071315328133,-0.4570061673974297,-0.020202707317519466,-1.1258398236361005
ATRAID,0.0769610411361284,-1.4685171634738454,-0.21072103131565253,-0.5453029842912217
ATRN,-0.23572233352106983,-3.5711418950471527,-0.616186139423817,-1.0886873828906314
ATXN10,0.03922071315328133,-0.24861675983407594,0.009950330853168092,-0.7630856675717926
ATXN2,0.009950330853168092,-1.6480672448874236,0.058268908123975824,-0.3396364582945976
ATXN2L,-0.06187540371808753,-4.0054540718723795,-0.2613647641344075,-0.6976096927729907
ATXN3,-0.05129329438755058,-1.1061360886001355,-0.07257069283483537,-0.8853159665622252
AXIN1,-0.01005033585350145,-0.1121958791742179,0.0,-0.29401446647170193
AXL,0.11332868530700327,-4.793252986923789,-0.3011050927839216,-0.9455225254138735
AZI2,-0.10536051565782628,-0.6152151369252903,-0.05129329438755058,-1.7610304820171694
AZU1,0.01980262729617973,-2.769568551550127,0.06765864847381486,-0.46810248237123736
B2M,0.17395330712343798,-2.3403202732978343,0.20701416938432612,-2.1624109660134168
B3GAT3,0.131028262406404,-1.3438449197699243,-0.2744368457017603,-0.6418560302746933
B3GNT7,0.04879016416943205,-12.306998564120134,-0.5978370007556204,-0.44523448651069947
B4GALT1,0.0,-2.431629071993562,-0.18632957819149348,-0.010768181321707282
B4GAT1,-0.2876820724517809,-5.81381790069927,-0.3856624808119846,-2.986089059163187
BABAM1,0.01980262729617973,-1.91800367912441,0.2151113796169455,-0.1263223625227943
BACH1,-0.040821994520255166,-1.0697584299865317,0.03922071315328133,-1.0291734910210089
BAG3,-0.11653381625595151,-56.04074730077869,-0.5621189181535413,-1.67480269483151
BAG4,-0.020202707317519466,-0.21879138823021468,-0.020202707317519466,-0.21906825786448614
BAG6,-0.06187540371808753,-4.4095718239953525,-0.2231435513142097,-0.5967309871596661
BAIAP2,0.0769610411361284,-0.29085363253566565,-0.020202707317519466,-1.8616399516679403
BAMBI,0.058268908123975824,-1.9408271305103115,-0.16251892949777494,-0.4424222044162652
BANK1,-0.020202707317519466,-0.020243478556818392,0.0,-0.7799549390085101
BAP18,-0.06187540371808753,-3.5350238349556533,-0.16251892949777494,-1.060512959800459
BATF,0.0,-0.48516570680764975,-0.030459207484708574,-0.060015331533963066
BAX,0.0,-1.1582962634067564,-0.040821994520255166,-0.0350414404124109
BCAM,0.1823215567939546,-0.3450560314022609,-0.05129329438755058,-1.5459224800984435
BCAN,-0.5621189181535413,-4.2567173612209865,-0.2231435513142097,-17.520519394008094
BCAT1,0.11332868530700327,-5.495379270427601,-0.4780358009429998,-0.9649221668917254
BCAT2,0.0,-0.9489643274517939,0.0769610411361284,-0.033677687424807895
BCHE,-0.2613647641344075,-5.032412147895764,-0.4307829160924542,-2.6511743288400407
BCL2,-0.09431067947124129,-1.6252435713614257,-0.12783337150988489,-1.4855262154473434
BCL2L1,-0.06187540371808753,-1.0209897996701915,-0.040821994520255166,-1.8182240144642516
BCL2L11,0.14842000511827322,-0.24027078103027005,0.01980262729617973,-2.4601978187925626
BCL2L15,0.10436001532424286,-0.6144415509924577,0.04879016416943205,-2.1898580886607415
BCL7A,0.009950330853168092,-2.2613313229022802,-0.13926206733350766,-0.14172780937608767
BCL7B,-0.18632957819149348,-2.5908997521532813,0.1570037488096647,-2.89702054014382
BCR,-0.01005033585350145,-0.5501663929257059,-0.020202707317519466,-0.3009343870846984
BDNF,-0.08338160893905101,-2.2277490859220705,-0.09431067947124129,-2.4161238035548083
BECN1,-0.08338160893905101,-1.4531978568733062,-0.10536051565782628,-1.5350152569412316
BEX3,-0.07257069283483537,-0.3100885477798025,-0.040821994520255166,-0.8450035320391784
BGLAP,0.08617769624105241,-0.30045528908721575,0.01980262729617973,-2.885430557757378
BGN,0.0,-1.9609226985739396,-0.040821994520255166,-0.10507855652315047
BHLHE40,-0.020202707317519466,-2.823441557854067,-0.13926206733350766,-0.2590983979199465
BHMT2,0.30010459245033816,-4.8876427846753625,-0.4942963218147801,-2.7649418899282026
BID,-0.030459207484708574,-0.5936742171743661,-0.030459207484708574,-0.6531579224284132
BIN2,-0.01005033585350145,-0.42368180263080724,0.01980262729617973,-0.2857361017482025
BIRC2,0.02955880224154443,-0.5367492973010349,-0.030459207484708574,-0.47501943057207946
BLMH,0.131028262406404,-5.900104340002702,-0.2876820724517809,-1.4836159732986667
BLNK,0.058268908123975824,-3.7997618093279177,-0.31471074483970024,-0.5315216142922955
BLOC1S2,-0.08338160893905101,-1.6987085997442757,0.0769610411361284,-1.8527005010968713
BLOC1S3,-0.18632957819149348,-2.0510388404753437,-0.18632957819149348,-2.41676142064834
BLVRB,0.0,-0.7451572981196382,0.02955880224154443,-0.009467117069755308
BMP10,0.058268908123975824,-5.447148288080897,-0.4780358009429998,-0.3754442359383447
BMP4,0.01980262729617973,-2.4900623536175295,-0.11653381625595151,-0.18855499234875464
BMP6,-0.01005033585350145,-2.7087105040542303,-0.13926206733350766,-0.08320919336868714
BMPER,0.37843643572024505,-3.378198280301557,-0.4620354595965587,-3.4749829734783106
BNIP2,0.058268908123975824,-1.0348946162096542,-0.12783337150988489,-0.48094158477563914
BNIP3L,0.04879016416943205,-0.31540191652053734,-0.040821994520255166,-0.4951713750540196
BOC,0.10436001532424286,-9.545813108264312,-0.5447271754416722,-0.6848856829038888
BOLA1,-0.12783337150988489,-1.9789694348468558,-0.13926206733350766,-2.12281300834411
BOLA2_BOLA2B,-0.06187540371808753,-0.8372547061194897,-0.07257069283483537,-0.9040641816937124
BPIFA2,-0.040821994520255166,-1.7485780274339813,-0.06187540371808753,-1.1827097407182365
BPIFB1,0.0769610411361284,-0.016586070545850116,0.0,-1.8315995397435154
BPIFB2,-0.16251892949777494,-4.389440771587542,-0.19845093872383832,-4.584191485830909
BRAP,-0.08338160893905101,-2.0859898632145777,-0.07257069283483537,-3.770867990351238
BRD1,-0.05129329438755058,-0.16511383453005093,-0.030459207484708574,-0.32333597238633893
BRD2,0.0,-0.8907924756091355,-0.11653381625595151,-0.011711357009911457
BRD3,-0.11653381625595151,-0.952026713363691,0.0769610411361284,-1.5517170412473902
BRDT,-0.12783337150988489,-0.8792000115073214,0.10436001532424286,-1.3935129485440318
BRK1,0.44468582126144574,-0.45604028882212305,-0.030459207484708574,-20.060577863871174
BRME1,0.009950330853168092,-1.0990528046810426,0.10436001532424286,-0.06514575186483768
BRSK2,-0.07257069283483537,-0.6514198404686976,0.0769610411361284,-0.6917572329847843
BSG,0.23901690047049992,-4.7766115077901175,-0.35667494393873245,-1.7772961116743902
BSND,-0.2744368457017603,-0.3264137324110726,-0.05129329438755058,-3.06952173028529
BST1,-0.01005033585350145,-0.08215169494127289,-0.01005033585350145,-0.11254812362455172
BST2,0.12221763272424911,-0.6386699896544954,-0.040821994520255166,-2.7853685980823326
BTC,-0.01005033585350145,-1.5232287029281284,-0.05129329438755058,-0.2163708019964776
BTD,-0.342490308946776,-3.545031020654848,-0.4942963218147801,-2.5463326566276527
BTLA,0.04879016416943205,-0.6633546716493495,0.03922071315328133,-1.3572496832506449
BTN1A1,0.14842000511827322,-0.06965603811905577,-0.01005033585350145,-2.301872197164673
BTN2A1,0.1570037488096647,-4.202085241556819,-0.2876820724517809,-1.4584894685817649
BTN3A2,0.13976194237515863,-1.3214141858527388,-0.09431067947124129,-2.077717372913428
BTNL10,-0.020202707317519466,-0.8513316351284052,0.08617769624105241,-0.13170040476347714
C19orf12,-0.05129329438755058,-0.07229095884575673,0.0,-0.8798901694950904
C1GALT1C1,-0.030459207484708574,-0.5437753699315933,0.0769610411361284,-0.2353803451703097
C1QA,0.5653138090500605,-0.5697333732723422,0.0769610411361284,-8.214451338854708
C1QBP,-0.05129329438755058,-1.1687791053877714,0.058268908123975824,-0.9744528972453411
C1QL2,-0.07257069283483537,-0.22320171050542267,-0.030459207484708574,-0.7382624697613482
C1QTNF1,-0.020202707317519466,-4.5811338862848885,-0.18632957819149348,-0.2691688800411355
C1QTNF5,-0.020202707317519466,-3.508724843452799,-0.2744368457017603,-0.12464073023529579
C1QTNF6,-0.06187540371808753,-0.12649269334788582,-0.020202707317519466,-0.418177070828725
C1QTNF9,-0.040821994520255166,-2.0881285809818975,-0.15082288973458366,-0.4985514769141021
C1R,0.0769610411361284,-4.895414204088503,-0.7985076962177716,-0.33226262149705504
C1RL,0.12221763272424911,-1.292964511785302,-0.2613647641344075,-0.581108287391615
C1S,-0.040821994520255166,-8.079206038269836,-0.7765287894989963,-0.20381415852483742
C2,-0.19845093872383832,-1.1537299149205886,-0.11653381625595151,-2.4047547493069845
C2CD2L,0.10436001532424286,-1.8920578590916426,0.10436001532424286,-1.703401569706928
C2orf69,-0.15082288973458366,-1.7311754694131531,-0.12783337150988489,-2.8121151397158677
C3,-0.06187540371808753,-0.5153143647736872,0.058268908123975824,-0.6809100782440115
