src,dst,weight,combined_score
40,3462,0.7847847847847848,784.0
41,92,0.9379379379379379,937.0
42,2007,0.954954954954955,954.0
42,3456,0.7797797797797797,779.0
42,2869,0.7257257257257257,725.0
42,3859,0.7227227227227228,722.0
43,843,1.0,999.0
43,1344,1.0,999.0
43,3993,0.991991991991992,991.0
43,4349,0.982982982982983,982.0
43,2920,0.977977977977978,977.0
43,1369,0.973973973973974,973.0
43,728,0.95995995995996,959.0
43,727,0.8768768768768769,876.0
43,470,0.8628628628628628,862.0
43,5380,0.7747747747747747,774.0
43,1188,0.7737737737737738,773.0
43,729,0.7727727727727728,772.0
43,4545,0.7277277277277278,727.0
43,1847,0.7217217217217218,721.0
43,4928,0.7067067067067067,706.0
43,4570,0.7047047047047047,704.0
44,3291,0.9579579579579579,957.0
44,3402,0.953953953953954,953.0
44,3338,0.9469469469469469,946.0
44,4516,0.943943943943944,943.0
44,3326,0.943943943943944,943.0
44,1122,0.93993993993994,939.0
44,882,0.938938938938939,938.0
44,4597,0.938938938938939,938.0
44,3837,0.9359359359359359,935.0
44,389,0.934934934934935,934.0
44,3151,0.9309309309309309,930.0
44,1160,0.9159159159159159,915.0
44,4766,0.9159159159159159,915.0
44,1189,0.914914914914915,914.0
44,4728,0.9119119119119119,911.0
44,4544,0.9119119119119119,911.0
44,70,0.9109109109109109,910.0
44,923,0.9019019019019019,901.0
44,1244,0.8508508508508509,850.0
45,4364,0.997997997997998,997.0
45,262,0.985985985985986,985.0
45,4780,0.970970970970971,970.0
45,3951,0.960960960960961,960.0
45,3557,0.95995995995996,959.0
45,1993,0.9359359359359359,935.0
45,2630,0.9039039039039038,903.0
45,3030,0.8948948948948949,894.0
45,793,0.8888888888888888,888.0
45,989,0.8478478478478478,847.0
45,4672,0.8418418418418419,841.0
45,18,0.8368368368368369,836.0
45,3204,0.8338338338338338,833.0
45,336,0.7877877877877878,787.0
45,3940,0.7837837837837838,783.0
45,1113,0.7627627627627628,762.0
45,2013,0.7527527527527528,752.0
45,307,0.7507507507507507,750.0
45,3903,0.7507507507507507,750.0
45,2437,0.7467467467467468,746.0
46,131,0.7807807807807807,780.0
47,671,0.8118118118118118,811.0
47,1824,0.7897897897897898,789.0
48,4912,0.982982982982983,982.0
48,1235,0.9519519519519519,951.0
48,5195,0.9069069069069069,906.0
48,2359,0.8628628628628628,862.0
48,200,0.7167167167167167,716.0
49,1838,0.973973973973974,973.0
49,4615,0.965965965965966,965.0
49,5317,0.95995995995996,959.0
49,4868,0.9429429429429429,942.0
49,3005,0.93993993993994,939.0
49,1190,0.938938938938939,938.0
49,3948,0.9359359359359359,935.0
49,4778,0.934934934934935,934.0
49,2356,0.9319319319319319,931.0
49,4635,0.928928928928929,928.0
49,3983,0.923923923923924,923.0
49,2479,0.9209209209209209,920.0
49,1653,0.9179179179179179,917.0
49,2339,0.7957957957957958,795.0
49,4720,0.7467467467467468,746.0
49,4652,0.7127127127127127,712.0
50,2088,1.0,999.0
50,4131,1.0,999.0
50,2794,1.0,999.0
50,2099,0.992992992992993,992.0
50,4614,0.965965965965966,965.0
50,1066,0.964964964964965,964.0
50,2915,0.8298298298298298,829.0
50,1127,0.8058058058058059,805.0
50,1551,0.7977977977977978,797.0
50,18,0.7077077077077077,707.0
51,2293,0.8928928928928929,892.0
51,5314,0.8918918918918919,891.0
51,223,0.8888888888888888,888.0
51,1752,0.8778778778778779,877.0
51,4003,0.8718718718718719,871.0
51,4506,0.8618618618618619,861.0
51,1718,0.8608608608608609,860.0
51,2615,0.8538538538538538,853.0
51,173,0.8028028028028028,802.0
51,986,0.7807807807807807,780.0
51,4776,0.7507507507507507,750.0
51,2780,0.7467467467467468,746.0
51,807,0.7457457457457457,745.0
51,5251,0.7357357357357357,735.0
51,2678,0.7277277277277278,727.0
51,1328,0.7077077077077077,707.0
52,4496,1.0,999.0
52,5176,1.0,999.0
52,4372,1.0,999.0
52,2586,1.0,999.0
52,4802,1.0,999.0
52,4437,1.0,999.0
52,795,1.0,999.0
52,979,1.0,999.0
52,3585,1.0,999.0
52,5303,1.0,999.0
52,5451,1.0,999.0
52,1760,1.0,999.0
52,2848,0.998998998998999,998.0
52,3078,0.998998998998999,998.0
52,4164,0.998998998998999,998.0
52,2359,0.998998998998999,998.0
52,5254,0.998998998998999,998.0
52,2080,0.998998998998999,998.0
52,4266,0.997997997997998,997.0
52,967,0.997997997997998,997.0
53,1150,0.9419419419419419,941.0
53,5327,0.7827827827827828,782.0
53,1768,0.7497497497497497,749.0
54,820,1.0,999.0
54,493,0.98998998998999,989.0
54,746,0.8748748748748749,874.0
54,1564,0.8118118118118118,811.0
54,3699,0.7197197197197197,719.0
55,2336,0.985985985985986,985.0
55,116,0.9769769769769769,976.0
55,3143,0.973973973973974,973.0
55,3144,0.954954954954955,954.0
55,3357,0.9409409409409409,940.0
55,4601,0.924924924924925,924.0
55,1267,0.9099099099099099,909.0
55,332,0.9069069069069069,906.0
55,94,0.9049049049049049,904.0
55,5359,0.8898898898898899,889.0
55,2838,0.7167167167167167,716.0
56,626,1.0,999.0
56,1753,0.8688688688688688,868.0
56,1941,0.8148148148148148,814.0
56,1065,0.7907907907907908,790.0
56,727,0.7787787787787788,778.0
56,2263,0.7347347347347347,734.0
56,3747,0.7327327327327328,732.0
56,728,0.7177177177177178,717.0
56,4300,0.7037037037037037,703.0
57,1500,0.8408408408408409,840.0
57,965,0.7987987987987988,798.0
57,162,0.7767767767767768,776.0
57,4876,0.7517517517517518,751.0
57,1920,0.7397397397397397,739.0
57,4672,0.7297297297297297,729.0
57,5220,0.7237237237237237,723.0
57,5321,0.7217217217217218,721.0
58,3148,0.996996996996997,996.0
58,2430,0.96996996996997,969.0
58,1837,0.9279279279279279,927.0
58,1149,0.9119119119119119,911.0
58,3751,0.9069069069069069,906.0
58,2118,0.9069069069069069,906.0
58,4339,0.9059059059059059,905.0
58,230,0.9029029029029029,902.0
58,5281,0.8848848848848849,884.0
58,1409,0.8818818818818819,881.0
58,5157,0.8588588588588588,858.0
58,1791,0.7637637637637638,763.0
58,3070,0.7487487487487487,748.0
58,2130,0.7317317317317318,731.0
58,1756,0.7297297297297297,729.0
58,4478,0.7287287287287287,728.0
58,3417,0.7217217217217218,721.0
58,3415,0.7207207207207207,720.0
59,4385,1.0,999.0
59,4559,1.0,999.0
59,1524,0.997997997997998,997.0
59,3752,0.991991991991992,991.0
59,1090,0.98998998998999,989.0
59,2548,0.96996996996997,969.0
59,3504,0.953953953953954,953.0
59,734,0.9519519519519519,951.0
59,3860,0.938938938938939,938.0
59,34,0.9369369369369369,936.0
59,1007,0.9329329329329329,932.0
59,1661,0.928928928928929,928.0
59,4436,0.923923923923924,923.0
59,1281,0.9229229229229229,922.0
59,877,0.9109109109109109,910.0
59,865,0.8938938938938938,893.0
59,4811,0.8878878878878879,887.0
59,275,0.8838838838838838,883.0
59,1188,0.8818818818818819,881.0
59,733,0.8778778778778779,877.0
60,3734,0.990990990990991,990.0
60,1986,0.9529529529529529,952.0
60,5226,0.9459459459459459,945.0
60,4301,0.913913913913914,913.0
60,1356,0.7377377377377378,737.0
60,2930,0.7367367367367368,736.0
61,4950,1.0,999.0
61,5075,0.993993993993994,993.0
61,730,0.970970970970971,970.0
61,3871,0.964964964964965,964.0
61,1659,0.8918918918918919,891.0
61,1696,0.8778778778778779,877.0
61,3714,0.8108108108108109,810.0
61,1074,0.7867867867867868,786.0
61,3436,0.7817817817817818,781.0
61,2688,0.7727727727727728,772.0
61,3327,0.7337337337337337,733.0
62,4599,1.0,999.0
62,4420,1.0,999.0
62,3209,1.0,999.0
62,4811,1.0,999.0
62,2748,1.0,999.0
62,718,1.0,999.0
62,5120,1.0,999.0
62,31,0.998998998998999,998.0
62,233,0.993993993993994,993.0
62,5069,0.992992992992993,992.0
62,1300,0.990990990990991,990.0
62,3551,0.984984984984985,984.0
62,4456,0.972972972972973,972.0
62,2938,0.9679679679679679,967.0
62,371,0.963963963963964,963.0
62,1409,0.95995995995996,959.0
62,2586,0.953953953953954,953.0
62,4723,0.93993993993994,939.0
62,572,0.938938938938939,938.0
62,1760,0.923923923923924,923.0
63,2417,1.0,999.0
63,4193,1.0,999.0
63,2448,1.0,999.0
63,4338,1.0,999.0
63,4527,1.0,999.0
63,2582,1.0,999.0
63,4253,0.986986986986987,986.0
63,1550,0.974974974974975,974.0
63,1936,0.9319319319319319,931.0
63,2408,0.9009009009009009,900.0
63,4129,0.8668668668668669,866.0
63,4647,0.8658658658658659,865.0
63,4705,0.8248248248248248,824.0
63,4727,0.8218218218218218,821.0
63,2723,0.8108108108108109,810.0
63,1128,0.8098098098098098,809.0
63,2581,0.7997997997997998,799.0
63,5431,0.7937937937937938,793.0
63,3439,0.7507507507507507,750.0
63,1099,0.7387387387387387,738.0
64,3043,0.991991991991992,991.0
64,4320,0.9819819819819819,981.0
64,5060,0.9579579579579579,957.0
64,2817,0.9479479479479479,947.0
64,3290,0.928928928928929,928.0
64,3441,0.924924924924925,924.0
64,3423,0.914914914914915,914.0
64,1450,0.9129129129129129,912.0
64,4079,0.8768768768768769,876.0
64,5084,0.8608608608608609,860.0
64,4828,0.8428428428428428,842.0
64,4331,0.8408408408408409,840.0
64,2888,0.8248248248248248,824.0
64,5302,0.7917917917917918,791.0
64,1294,0.7857857857857858,785.0
64,4112,0.7847847847847848,784.0
64,724,0.7657657657657657,765.0
64,703,0.7647647647647647,764.0
64,503,0.7337337337337337,733.0
64,2908,0.7267267267267268,726.0
65,4456,0.7057057057057057,705.0
66,3677,0.7397397397397397,739.0
67,2972,1.0,999.0
67,3684,0.7617617617617618,761.0
67,3910,0.7347347347347347,734.0
68,1193,0.9819819819819819,981.0
68,5398,0.97997997997998,979.0
68,1494,0.975975975975976,975.0
68,5349,0.972972972972973,972.0
68,413,0.968968968968969,968.0
68,3518,0.964964964964965,964.0
68,3530,0.95995995995996,959.0
68,4542,0.9459459459459459,945.0
68,2134,0.9069069069069069,906.0
68,376,0.8948948948948949,894.0
68,4939,0.8148148148148148,814.0
68,5370,0.8038038038038038,803.0
68,1525,0.7607607607607607,760.0
68,2173,0.7607607607607607,760.0
68,3425,0.7347347347347347,734.0
68,4519,0.7057057057057057,705.0
69,4385,1.0,999.0
69,4559,0.997997997997998,997.0
69,1524,0.993993993993994,993.0
69,3752,0.991991991991992,991.0
69,1090,0.988988988988989,988.0
69,2548,0.9719719719719719,971.0
69,3504,0.94994994994995,949.0
69,3860,0.9459459459459459,945.0
69,34,0.938938938938939,938.0
69,1007,0.928928928928929,928.0
69,1281,0.9279279279279279,927.0
69,877,0.9109109109109109,910.0
69,734,0.9059059059059059,905.0
69,4965,0.8988988988988988,898.0
69,865,0.8938938938938938,893.0
69,4811,0.8888888888888888,888.0
69,4436,0.8878878878878879,887.0
69,1188,0.8828828828828829,882.0
69,1364,0.8738738738738738,873.0
69,275,0.8678678678678678,867.0
70,389,0.933933933933934,933.0
70,4728,0.9129129129129129,912.0
70,44,0.9109109109109109,910.0
70,5420,0.9099099099099099,909.0
70,882,0.8208208208208209,820.0
70,5210,0.7407407407407407,740.0
71,1944,0.992992992992993,992.0
71,1955,0.984984984984985,984.0
71,4643,0.9429429429429429,942.0
71,236,0.9209209209209209,920.0
71,2207,0.8958958958958959,895.0
71,303,0.8478478478478478,847.0
71,4281,0.8468468468468469,846.0
71,677,0.8198198198198198,819.0
71,3249,0.8118118118118118,811.0
71,548,0.8078078078078078,807.0
71,2243,0.8058058058058059,805.0
71,5361,0.7917917917917918,791.0
71,2484,0.7857857857857858,785.0
71,293,0.7747747747747747,774.0
71,3077,0.7667667667667668,766.0
71,123,0.7647647647647647,764.0
71,4239,0.7637637637637638,763.0
71,3543,0.7637637637637638,763.0
71,435,0.7537537537537538,753.0
71,98,0.7477477477477478,747.0
72,2304,1.0,999.0
72,4641,1.0,999.0
72,1696,1.0,999.0
72,1285,1.0,999.0
72,1635,1.0,999.0
72,3740,1.0,999.0
72,623,1.0,999.0
72,1184,1.0,999.0
72,4798,0.995995995995996,995.0
72,2121,0.988988988988989,988.0
72,4789,0.985985985985986,985.0
72,760,0.984984984984985,984.0
72,806,0.9769769769769769,976.0
72,1532,0.9419419419419419,941.0
72,1448,0.9309309309309309,930.0
72,1633,0.8928928928928929,892.0
72,4348,0.8908908908908909,890.0
72,2230,0.8738738738738738,873.0
72,1486,0.8668668668668669,866.0
72,983,0.8108108108108109,810.0
73,788,0.985985985985986,985.0
